message,sentiment,is_sarcastic
Random moments capture karna actually fun lagta hai.,Positive,FALSE
Aaj camera le jaana bhool gayi.,Negative,FALSE
Best moment aaya aur camera ghar pe vacation pe tha 😂,Negative,TRUE
Phone se photo surprisingly achhi aayi.,Positive,FALSE
Phone camera ne aaj photographer ki job le li 😂📸,Positive,TRUE
Aaj ek pottery workshop dekhi.,Positive,FALSE
Clay mere haath mein jaake abstract art ban gayi 😂🏺,Positive,TRUE
Origami actually harder than it looks.,Negative,FALSE
Paper fold karte karte paper hi haar gaya 😂,Negative,TRUE
Watercolor painting kaafi relaxing hai.,Positive,FALSE
Watercolor mein mistake ko “artistic choice” bol sakte hain 😂🎨,Positive,TRUE
Aaj sketching try ki.,Positive,FALSE
Sketch dekh ke artist bhi apology maang lega 😂,Negative,TRUE
Calligraphy videos oddly satisfying hain.,Positive,FALSE
Calligraphy dekh ke meri handwriting ne mujhe block kar diya 😂,Negative,TRUE
Aaj ek ceramic mug paint kiya.,Positive,FALSE
Mug ka design thoda questionable hai but cute hai 😂☕,Positive,TRUE
Embroidery looks really difficult.,Neutral,FALSE
Ek stitch ke baad patience ne bye bol diya 😂,Negative,TRUE
Knitting seekhne ka mann hai.,Positive,FALSE
"Knitting ka first project scarf nahi, confusion hoga 😂",Negative,TRUE
Crochet designs kaafi pretty hain.,Positive,FALSE
Crochet dekh ke lagta hai fingers bhi multitasking karti hain 😂,Positive,TRUE
Aaj clay se tiny bowl banaya.,Positive,FALSE
Bowl thoda tedha hai but personality hai 😂,Positive,TRUE
I found a miniature model shop.,Positive,FALSE
Miniature furniture dekh ke main emotionally invested ho gayi 😂,Positive,TRUE
Model trains are strangely satisfying.,Positive,FALSE
Chhoti train dekh ke childhood activate ho gaya 🚂,Positive,FALSE
Aaj a model airplane exhibition dekhi.,Positive,FALSE
Plane models dekh ke airport ka patience yaad aa gaya 😂✈️,Negative,TRUE
Origami cranes everywhere looked beautiful.,Positive,FALSE
Ek paper crane banane mein aadha tutorial khatam ho gaya 😂,Negative,TRUE
I tried making a paper boat.,Positive,FALSE
Boat bani but swimming pool nahi mila 😂,Neutral,TRUE
Aaj board game cafe dekha.,Positive,FALSE
Board game cafe mein rules sunte hi confidence down 😂,Negative,TRUE
Puzzle cafes are actually fun.,Positive,FALSE
Puzzle solve karte karte friendship test ho jata hai 😂,Negative,TRUE
Escape rooms look intense.,Neutral,FALSE
Escape room mein main clue se pehle hi panic karungi 😂,Negative,TRUE
Trivia night kaafi fun lagta hai.,Positive,FALSE
Trivia mein confidence answer se zyada hota hai mera 😂,Positive,TRUE
Aaj a quiz app try kiya.,Positive,FALSE
Quiz app ne meri general knowledge ko reality check diya 😂,Negative,TRUE
I got a question about astronomy right.,Positive,FALSE
Ek astronomy answer sahi hua aur ego sky pe 😂🌌,Positive,TRUE
Space documentaries are fascinating.,Positive,FALSE
Universe ke size ke saamne meri problems microscopic lagti hain 😂,Positive,TRUE
I saw a planetarium show today.,Positive,FALSE
Planetarium mein ceiling dekhte dekhte neck pain ho gaya 😂,Negative,TRUE
The stars looked so realistic.,Positive,FALSE
Stars fake the but feelings real thi 😂✨,Positive,TRUE
I learned about black holes today.,Positive,FALSE
Black hole samajhne ke baad brain ne khud disappear kar diya 😂,Negative,TRUE
I watched a video about Mars.,Neutral,FALSE
Mars pe jaana exciting hai but oxygen ka issue thoda hai 😂,Negative,TRUE
The Moon looked unusually bright.,Positive,FALSE
Moon ne aaj streetlight ko competition diya 🌕,Positive,TRUE
I saw the International Space Station online.,Positive,FALSE
Space station dekh ke suddenly astronaut banne ka mood 😂🚀,Positive,TRUE
Astronomy apps are surprisingly accurate.,Positive,FALSE
Phone se stars identify karna kaafi cool hai.,Positive,FALSE
I downloaded a constellation app.,Positive,FALSE
"Ab sky mein random dots nahi, names bhi hain 😂",Positive,TRUE
Aaj ek science museum gayi thi.,Positive,FALSE
Science museum mein bachche mujhse zyada excited the 😂,Positive,TRUE
The dinosaur skeleton was huge.,Positive,FALSE
Dinosaur dekh ke extinction ka reason samajh nahi aaya 😂🦖,Neutral,TRUE
I touched a meteorite exhibit.,Positive,FALSE
Meteorite ko touch karke space wali feeling aa gayi 😂,Positive,TRUE
There was a robotics display.,Positive,FALSE
"Robot ne mujhe ignore kar diya, future secure hai 😂🤖",Negative,TRUE
The robot could recognize faces.,Positive,FALSE
"Robot ko meri shakal yaad reh gayi, ab tension hai 😂",Negative,TRUE
I saw a 3D printer working.,Positive,FALSE
Plastic se object banta dekhna oddly satisfying hai.,Positive,FALSE
The machine took hours to finish.,Neutral,FALSE
3D printer bhi patience ka exam leta hai 😂,Negative,TRUE
I learned how solar panels work.,Positive,FALSE
Sunlight se electricity banana kaafi smart idea hai ☀️,Positive,FALSE
Wind turbines looked huge in person.,Positive,FALSE
Turbine dekh ke laga hawa bhi serious business hai 😂,Positive,TRUE
I saw a hydroelectric dam documentary.,Neutral,FALSE
Dam dekh ke engineering ka scale samajh aaya.,Positive,FALSE
I watched a video about earthquakes.,Neutral,FALSE
Earthquake ka science interesting hai but experience bilkul nahi chahiye 😂,Negative,TRUE
Volcano documentaries are scary.,Negative,FALSE
Volcano ko screen pe hi dekhna safest lagta hai 😂🌋,Positive,TRUE
I learned how glaciers move.,Positive,FALSE
Glacier itna slow hai phir bhi powerful 😭🧊,Positive,FALSE
Ocean currents are fascinating.,Positive,FALSE
Samundar ke andar itna kuch hai aur hum surface pe busy hain 😂🌊,Positive,TRUE
Deep sea creatures look unreal.,Neutral,FALSE
Deep sea fish dekh ke sleep schedule disturb ho gaya 😂,Negative,TRUE
I saw a documentary on coral reefs.,Positive,FALSE
Coral reefs genuinely beautiful hain 🪸,Positive,FALSE
Plastic pollution footage was depressing.,Negative,FALSE
Humans ne plastic ko bhi overachieve karwa diya unfortunately 😂,Negative,TRUE
I watched a recycling experiment.,Positive,FALSE
Recycling ka process expected se zyada interesting tha.,Positive,FALSE
Composting sounds useful.,Positive,FALSE
Food waste ko bhi second chance mil raha hai 😂🌱,Positive,TRUE
I started separating dry waste.,Positive,FALSE
Dustbin system set karna unexpectedly satisfying tha.,Positive,FALSE
Aaj ek astronomy club ka poster dekha.,Positive,FALSE
Astronomy club join karungi aur stars ko judge karungi 😂,Positive,TRUE
I found a birdwatching group online.,Positive,FALSE
Birdwatching mein patience ka level dangerous chahiye 😂🐦,Negative,TRUE
Someone identified a bird just by its call.,Positive,FALSE
Bird sound se species identify karna next level hai.,Positive,FALSE
I bought a small pair of binoculars.,Positive,FALSE
"Binoculars se neighbour nahi, birds dekhne hain 😂",Positive,TRUE
A butterfly identification app is pretty cool.,Positive,FALSE
Ab butterfly bhi naam ke saath milegi 😂🦋,Positive,TRUE
I saw a documentary about bees.,Positive,FALSE
Bees ka teamwork genuinely impressive hai 🐝,Positive,FALSE
I learned that ants have complex colonies.,Positive,FALSE
Ants ki management mujhse better lag rahi hai 😂,Positive,TRUE
Termites can build huge structures.,Neutral,FALSE
Tiny insects ne architecture bhi start kar diya 😂,Positive,TRUE
I saw a documentary about whales.,Positive,FALSE
Whale ki sound sunke goosebumps aa gaye 🐋,Positive,FALSE
Dolphins are surprisingly intelligent.,Positive,FALSE
Dolphins ka brain dekh ke humans thoda insecure ho sakte hain 😂,Positive,TRUE
I watched a video about octopuses.,Positive,FALSE
"Octopus ke paas literally extra arms hain, unfair advantage 😂🐙",Positive,TRUE
Sea turtles travel huge distances.,Positive,FALSE
Turtle ka patience level legendary hai 😂🐢,Positive,TRUE
I learned about migratory birds.,Positive,FALSE
Birds ko bhi long-distance travel ka experience hai 😂,Positive,TRUE
Some birds can mimic human sounds.,Neutral,FALSE
Bird ko voice note bhejna sikhana baaki hai 😂🐦,Positive,TRUE
I saw a fox in a wildlife documentary.,Positive,FALSE
Fox ka confidence unnecessary high tha 😂🦊,Positive,TRUE
I watched a documentary about wolves.,Neutral,FALSE
Wolves ki group strategy kaafi impressive hai.,Positive,FALSE
Elephants have strong social bonds.,Positive,FALSE
Elephant family dynamics bhi complicated hoti hongi 😂🐘,Neutral,TRUE
I learned that crows can recognize faces.,Positive,FALSE
Crow mujhe pehchan le toh main polite rahungi 😂,Positive,TRUE
Ravens are incredibly smart.,Positive,FALSE
Birds ka IQ dekh ke thoda insecurity ho raha 😂,Negative,TRUE
I saw a documentary on orangutans.,Positive,FALSE
Orangutan ka expression bilkul human jaisa tha 😭,Positive,FALSE
Koalas sleep for many hours.,Neutral,FALSE
Koala ka lifestyle kaafi relatable hai 😂🐨,Positive,TRUE
Sloths move incredibly slowly.,Neutral,FALSE
Sloth ne meri walking speed ko ambitious bana diya 😂,Positive,TRUE
Penguins actually recognize each other by voices.,Positive,FALSE
Penguin attendance bhi voice-based hai apparently 😂🐧,Positive,TRUE
I watched a documentary about coral spawning.,Positive,FALSE
Ocean mein events bhi itne organized hote hain 😂🌊,Positive,TRUE
Nature documentaries are addictive.,Positive,FALSE
Ek documentary start karo aur suddenly teen ghante gayab 😂,Negative,TRUE
Aaj ek thrift store explore kiya.,Positive,FALSE
"Thrift store mein ek jacket mili, destiny bol rahi thi le lo 😂🧥",Positive,TRUE
Second-hand furniture can look really nice.,Positive,FALSE
Old chair ko polish karke new life mil gayi.,Positive,FALSE
I found a vintage lamp.,Positive,FALSE
Lamp old hai but attitude expensive wala 😂💡,Positive,TRUE
Antique clocks are fascinating.,Positive,FALSE
Clock chal rahi thi but time samajhna alag challenge 😂,Neutral,TRUE
I saw an old typewriter.,Positive,FALSE
Typewriter ki sound oddly satisfying hai ⌨️,Positive,FALSE
Someone was actually using a typewriter.,Neutral,FALSE
Typewriter pe typo ka koi undo button nahi 😂,Negative,TRUE
I found an old vinyl record.,Positive,FALSE
Vinyl player ka setup bohot aesthetic lagta hai 🎶,Positive,FALSE
Record started skipping halfway.,Negative,FALSE
Vinyl ne dramatic pause khud add kar diya 😂,Negative,TRUE
I saw a cassette collection.,Positive,FALSE
Cassette dekh ke childhood memories unlock ho gayi 😂📼,Positive,TRUE
Someone still collects stamps.,Positive,FALSE
Stamp collection ka patience level alag hi hai 😂,Positive,TRUE
I found an old coin.,Positive,FALSE
Coin itna old hai ki history bhi confused hogi 😂🪙,Positive,TRUE
Coin collecting seems interesting.,Positive,FALSE
Har coin ke peeche story hoti hai apparently.,Positive,FALSE
I saw a miniature train collection.,Positive,FALSE
Collection dekh ke bas “ek aur chahiye” wali feeling aa gayi 😂,Positive,TRUE
Someone collects fridge magnets from cities.,Positive,FALSE
Fridge ab geography textbook ban gaya 😂🧲,Positive,TRUE
I want to collect postcards too.,Positive,FALSE
Postcard collection mein wallet ka role important hoga 😂,Negative,TRUE
I saw a wall full of concert tickets.,Positive,FALSE
Tickets sambhal ke rakhna actually cute memory hai 🎟️,Positive,FALSE
I found an old movie ticket.,Neutral,FALSE
Ticket dekh ke yaad hi nahi raha movie kab dekhi thi 😂,Neutral,TRUE
Someone keeps receipts from trips.,Neutral,FALSE
Receipts bhi memories ban sakti hain apparently 😂,Positive,TRUE
I found a map with handwritten notes.,Positive,FALSE
Map pe markings dekh ke curiosity badh gayi 🗺️,Positive,FALSE
Old menus are oddly interesting.,Positive,FALSE
Menu ke prices dekh ke inflation personally feel hua 😂,Negative,TRUE
I found a restaurant menu from the 90s.,Neutral,FALSE
90s ke prices dekh ke time machine chahiye 😂,Negative,TRUE
Someone framed an old newspaper.,Neutral,FALSE
Newspaper ko frame karna unexpectedly cool idea hai.,Positive,FALSE
I saw a vintage bicycle.,Positive,FALSE
Bicycle purani thi but condition mujhse better 😂🚲,Positive,TRUE
Old cameras have so much character.,Positive,FALSE
"New camera mein features zyada, old camera mein personality 😂",Positive,TRUE
I found a tiny music box.,Positive,FALSE
Music box bajte hi room ka vibe change ho gaya 🎵,Positive,FALSE
Aaj ek language exchange event dekha.,Positive,FALSE
Random language practice mein accent ki reality check mil gayi 😂,Negative,TRUE
I learned a few Korean words today.,Positive,FALSE
Korean pronunciation ne confidence thoda hila diya 😂,Negative,TRUE
Spanish sounds so energetic.,Positive,FALSE
Spanish bolte hi confidence automatically 20% badh jata hai 😂,Positive,TRUE
French pronunciation is difficult.,Negative,FALSE
French mein letters bhi silent rehna pasand karte hain 😂,Negative,TRUE
Japanese writing looks beautiful.,Positive,FALSE
Hiragana dekh ke notebook khud serious lagne lagi 😂,Positive,TRUE
Arabic calligraphy is gorgeous.,Positive,FALSE
Arabic letters art jaise lagte hain.,Positive,FALSE
I learned one Italian phrase.,Positive,FALSE
Italian phrase bolke accent pe unnecessary confidence aa gaya 😂,Positive,TRUE
German words can get really long.,Neutral,FALSE
German word dekh ke dictionary bhi thak gayi 😂,Negative,TRUE
I tried learning sign language basics.,Positive,FALSE
Sign language surprisingly expressive hai.,Positive,FALSE
I learned the alphabet in sign language.,Positive,FALSE
Ab haath bhi vocabulary maintain karenge 😂,Positive,TRUE
Braille is fascinating to learn about.,Positive,FALSE
"Touch se reading possible hai, genuinely amazing.",Positive,FALSE
I saw a multilingual sign today.,Neutral,FALSE
Ek board pe itni languages thi ki main hi confused 😂,Negative,TRUE
Language exchange groups seem useful.,Positive,FALSE
Accent ka tension sabko equally hota hai 😂,Positive,TRUE
I heard someone speaking five languages.,Positive,FALSE
Five languages sunke meri vocabulary ne surrender kar diya 😂,Negative,TRUE
I want to learn Portuguese.,Positive,FALSE
Portuguese pronunciation interesting lagti hai.,Positive,FALSE
I started learning basic Arabic numbers.,Positive,FALSE
"Numbers easy the, pronunciation ne dhoka diya 😂",Negative,TRUE
I learned how different countries greet people.,Positive,FALSE
Greeting styles bhi culture ke hisaab se kitne different hain.,Positive,FALSE
Handshakes have so many variations 😂,Positive,TRUE
Some cultures bow instead of shaking hands.,Positive,FALSE
I learned about tea ceremonies in Japan.,Positive,FALSE
Tea ceremony mein patience ka level legendary hai 😂,Positive,TRUE
Korean bowing etiquette is interesting.,Positive,FALSE
Etiquette yaad rakhne ke liye manual chahiye mujhe 😂,Negative,TRUE
I watched a video about Māori culture.,Positive,FALSE
Traditional performances ka energy level amazing tha.,Positive,FALSE
I read about Scandinavian traditions.,Positive,FALSE
Har country ki small traditions kitni interesting hoti hain.,Positive,FALSE
I learned about Mexican Day of the Dead traditions.,Positive,FALSE
"Decorations beautiful thi, culture ka meaning aur bhi interesting.",Positive,FALSE
I saw traditional Ethiopian clothing.,Positive,FALSE
Colours ka combination bohot beautiful tha.,Positive,FALSE
I watched a documentary on Mongolian nomads.,Positive,FALSE
Nomadic lifestyle ka freedom part tempting lagta hai 😂,Positive,TRUE
I learned about Icelandic naming traditions.,Neutral,FALSE
Names ke rules bhi country-wise kitne different hain 😂,Neutral,TRUE
I read about Japanese train etiquette.,Positive,FALSE
Train mein silence ka rule mujhe surprisingly acha laga.,Positive,FALSE
I learned about Swedish fika culture.,Positive,FALSE
Fika sunke mujhe culture immediately pasand aa gaya 😂,Positive,TRUE
I read about Turkish coffee fortune traditions.,Positive,FALSE
Coffee se future dekhna interesting concept hai 😂,Positive,TRUE
I learned about Finnish sauna culture.,Positive,FALSE
Sauna culture kaafi different hai.,Neutral,FALSE
I watched a documentary on traditional Mexican music.,Positive,FALSE
Mariachi instruments ka sound instantly recognizable hai 🎺,Positive,FALSE
African drums have such powerful rhythms.,Positive,FALSE
Drum beat start hua aur feet automatically move karne lage 😂🥁,Positive,TRUE
Flamenco performances look intense.,Positive,FALSE
Flamenco mein expressions ka level next hai 😂💃,Positive,TRUE
I heard traditional Irish music.,Positive,FALSE
Fiddle ki sound kaafi lively thi 🎻,Positive,FALSE
Scottish bagpipes are impossible to ignore.,Neutral,FALSE
Bagpipes sunke neighbours bhi culture learn kar lenge 😂,Negative,TRUE
I watched a Brazilian carnival video.,Positive,FALSE
Carnival ka energy level dekh ke main tired ho gayi 😂🎉,Negative,TRUE
Traditional Indonesian dance looks beautiful.,Positive,FALSE
Costumes aur movements dono amazing the.,Positive,FALSE
I saw a Korean traditional fan dance.,Positive,FALSE
Fans se itna graceful movement kaise karte hain yaar.,Positive,FALSE
I watched a Chinese lion dance.,Positive,FALSE
Lion dance mein drums ne pura atmosphere change kar diya 🥁,Positive,FALSE
I saw a traditional Indian puppet show abroad.,Positive,FALSE
Puppet show unexpectedly entertaining tha 😂,Positive,FALSE
I read about Polynesian navigation.,Positive,FALSE
Stars se navigation karna genuinely insane skill hai 🌌,Positive,FALSE
Ancient sailors had incredible knowledge.,Positive,FALSE
GPS ke bina itna travel karna mere liye impossible 😂,Negative,TRUE
I watched a documentary on Silk Road history.,Positive,FALSE
Silk Road ki history kaafi layered hai.,Positive,FALSE
Ancient trade routes connected so many cultures.,Positive,FALSE
Purane traders bhi networking mein expert the 😂,Positive,TRUE
I read about ancient libraries.,Positive,FALSE
Old libraries ka concept hi magical lagta hai 📚,Positive,FALSE
The Library of Alexandria story is fascinating.,Positive,FALSE
Ancient library bhi apparently sabka curiosity centre thi 😂,Positive,TRUE
I watched a documentary about ancient navigation.,Positive,FALSE
Compass se pehle log kaise travel karte the yaar.,Neutral,FALSE
I read about old postal systems.,Positive,FALSE
"Letters travel karne mein weeks lagte the, imagine 😂✉️",Negative,TRUE
Ancient maps are surprisingly detailed.,Positive,FALSE
Map banane wale log patience ke champions the 😂🗺️,Positive,TRUE
I saw an old world map today.,Positive,FALSE
Borders dekh ke geography kaafi interesting lagti hai.,Positive,FALSE
Aaj ek unusual cloud formation dekhi.,Positive,FALSE
Cloud dekh ke laga sky mein koi sculpture bana raha 😂☁️,Positive,TRUE
Wind suddenly changed direction.,Neutral,FALSE
Hawa bhi aaj apna opinion change kar rahi thi 😂,Neutral,TRUE
I heard a distant train horn at night.,Positive,FALSE
Train horn ne raat ko full cinematic bana diya 🚆,Positive,TRUE
The street was unusually quiet.,Positive,FALSE
Itni shanti thi ki apne thoughts loud lagne lage 😂,Negative,TRUE
A tiny cat was sleeping near the gate.,Positive,FALSE
"Cat ne mujhe dekha bhi nahi, celebrity behavior 😂🐈",Positive,TRUE
Someone left flowers near the bench.,Positive,FALSE
Random flowers ne pura spot cute bana diya 🌷,Positive,FALSE
I found a feather on the pavement.,Neutral,FALSE
Feather dekh ke bas nature documentary yaad aa gayi 😂,Positive,TRUE
The park had a small pond.,Positive,FALSE
Pond ke paas ducks full relaxed mode mein the 🦆,Positive,FALSE
One duck followed another everywhere.,Positive,FALSE
Ducks ki bhi group politics hoti hogi 😂🦆,Positive,TRUE
I saw tiny fish near the bridge.,Positive,FALSE
Fish itni fast thi ki photo impossible 😂🐟,Negative,TRUE
The fountain was turned off today.,Neutral,FALSE
Fountain ne bhi weekend off le liya apparently 😂,Neutral,TRUE
A streetlight was flickering.,Negative,FALSE
Streetlight bhi horror movie audition de rahi thi 😂,Negative,TRUE
The moon reflected perfectly in the water.,Positive,FALSE
Water mein moon ka reflection unreal lag raha tha 🌕,Positive,FALSE
I saw a tiny rainbow in the fountain mist.,Positive,FALSE
Mini rainbow ne full effort kiya 🌈,Positive,TRUE
Someone was flying a kite nearby.,Positive,FALSE
Kite itni high thi ki string invisible ho gayi 🪁,Positive,FALSE
The wind was perfect for flying kites.,Positive,FALSE
Kite udaate udaate main hi run karne lagi 😂🪁,Positive,TRUE
I found a tiny snail after rain.,Positive,FALSE
Snail ka speed dekh ke patience seekhna chahiye 😂🐌,Positive,TRUE
There were mushrooms near the tree.,Neutral,FALSE
Mushrooms dekh ke fantasy movie wali feeling aa gayi 🍄,Positive,TRUE
The grass was still wet from rain.,Neutral,FALSE
Grass pe walk kiya aur shoes ne complaint file kar di 😂,Negative,TRUE
I saw a spider making a web.,Positive,FALSE
Spider ka architecture genuinely impressive hai 🕷️,Positive,FALSE
The web was perfectly symmetrical.,Positive,FALSE
Spider ka design sense mujhse better nikla 😂,Positive,TRUE
I saw ants carrying a huge leaf.,Positive,FALSE
Ants ne teamwork ka practical demo de diya 😂🐜,Positive,TRUE
A bee landed on a flower beside me.,Positive,FALSE
"Bee ne bas flower choose kiya, mujhe ignore kar diya 🐝",Neutral,TRUE
I heard crickets after sunset.,Positive,FALSE
Crickets ka background music free mein mil raha tha 😂,Positive,TRUE
The air smelled different after rain.,Positive,FALSE
Rain ke baad mitti ki smell unbeatable hai 🌧️,Positive,FALSE
I watched the clouds for twenty minutes.,Positive,FALSE
Clouds dekhte dekhte time ka pata hi nahi chala ☁️,Positive,FALSE
The sunset disappeared really quickly.,Negative,FALSE
Sunset ne photo lene se pehle hi logout kar diya 😂🌅,Negative,TRUE
I missed the sunrise today.,Negative,FALSE
"Alarm baja tha, meri soul nahi uthi 😂",Negative,TRUE
The sunrise was worth waking up for.,Positive,FALSE
Sunrise dekh ke neend ka sacrifice acceptable laga 🌄,Positive,FALSE
I sat outside without checking my phone.,Positive,FALSE
Twenty minutes phone ke bina survive kar liya 😂,Positive,TRUE
Aaj kaafi der tak bas hawa sun rahi thi.,Positive,FALSE
Silence bhi kabhi kabhi kaafi loud hoti hai.,Positive,FALSE
I found a quiet rooftop.,Positive,FALSE
Rooftop pe view unexpectedly beautiful tha 🌆,Positive,FALSE
City lights looked amazing from above.,Positive,FALSE
"Neeche traffic tha, upar pura peaceful scene 😂",Positive,TRUE
I saw fireworks from far away.,Positive,FALSE
Fireworks start hue aur camera immediately nikal gaya 🎆,Positive,TRUE
The fireworks lasted only a few minutes.,Neutral,FALSE
Itne short fireworks ke liye itna excitement 😂,Positive,TRUE
Someone released lanterns into the sky.,Positive,FALSE
Lanterns dekh ke sky bhi decorated lag raha tha 🏮,Positive,FALSE
I watched a sunrise through the train window.,Positive,FALSE
Train window ne aaj free cinema de diya 🚆🌄,Positive,TRUE
The road was completely empty at dawn.,Positive,FALSE
Empty road dekh ke city pehchaan mein nahi aayi 😂,Positive,TRUE
I saw fishermen returning early morning.,Neutral,FALSE
Subah ke time waterfront ka vibe alag hota hai.,Positive,FALSE
A fisherman was repairing his net.,Neutral,FALSE
Net repair karna itna precise kaam hai yaar.,Positive,FALSE
I saw boats lined up near the shore.,Positive,FALSE
Boats dekh ke suddenly coastal life tempting lagne lagi 😂🚤,Positive,TRUE
The sea was unusually calm.,Positive,FALSE
Samundar aaj surprisingly peaceful mode mein tha 🌊,Positive,FALSE
Waves were hitting the rocks continuously.,Neutral,FALSE
Waves bhi apparently overtime kar rahi thi 😂🌊,Positive,TRUE
I collected a few unusual shells.,Positive,FALSE
Shells dekh ke pocket already beach museum ban gayi 😂🐚,Positive,TRUE
I found a piece of sea glass.,Positive,FALSE
Sea glass ka colour kaafi pretty tha 💚,Positive,FALSE
The lighthouse was visible from far away.,Positive,FALSE
Lighthouse dekh ke old movie wali feeling aa gayi 🌊,Positive,FALSE
I watched the tide come in.,Positive,FALSE
Tide ko dekh ke samajh aaya nature ka schedule bhi fixed hai 😂,Positive,TRUE
The beach was empty today.,Positive,FALSE
"Empty beach mil gayi, universe ne reservation kar diya 😂🏖️",Positive,TRUE
I sat near the water for a while.,Positive,FALSE
Bas waves sunna hi enough tha mood better karne ke liye 🌊,Positive,FALSE
Aaj random walk surprisingly memorable thi.,Positive,FALSE
"Random walk thi, ending mein pura documentary material mil gaya 😂",Positive,TRUE
Aaj wallet ghar pe chhod diya 😭,Negative,FALSE
Wallet ko ghar pe rest chahiye tha apparently 😂,Negative,TRUE
UPI se payment ho gayi easily.,Positive,FALSE
Cash carry karne ka era officially over 😂,Positive,TRUE
ATM mein line surprisingly chhoti thi.,Positive,FALSE
ATM ne aaj mujhe VIP treatment de diya 😂,Positive,TRUE
Card ka PIN yaad aa gaya finally.,Positive,FALSE
"PIN yaad raha, brain ne aaj kaam kar diya 😂",Positive,TRUE
Bank app update ho gaya.,Neutral,FALSE
Update ke baad app mujhe hi unfamiliar lag rahi 😂,Negative,TRUE
Account statement download kar liya.,Positive,FALSE
Statement khola aur spending dekh ke character certificate cancel 😂,Negative,TRUE
Aaj budget bana liya.,Positive,FALSE
"Budget banaya hai, follow karna optional hai 😂",Positive,TRUE
Grocery ka bill expected se kam aaya.,Positive,FALSE
"Grocery bill kam tha, miracle ka screenshot le liya 😂",Positive,TRUE
Online order ka refund aa gaya.,Positive,FALSE
Refund aate hi account ne saans li 😂,Positive,TRUE
Subscription renew ho gaya automatically.,Negative,FALSE
Subscription ne bina permission relationship continue kar liya 😂,Negative,TRUE
Ek unnecessary subscription cancel ki.,Positive,FALSE
Finally ek monthly parasite hata diya 😂,Positive,TRUE
Wallet mein old receipts mil gaye.,Neutral,FALSE
Wallet khola aur archaeology start ho gayi 😂,Neutral,TRUE
Coin purse ka zip toot gaya.,Negative,FALSE
Coins bhi freedom ke liye nikal pade 😂,Negative,TRUE
Aaj bank mein kaam jaldi ho gaya.,Positive,FALSE
Bank mein jaldi kaam? Aaj calendar check karna padega 😂,Positive,TRUE
Cash machine working thi.,Positive,FALSE
"ATM ne aaj mood kharab nahi kiya, proud moment 😂",Positive,TRUE
Online bill payment kar di.,Positive,FALSE
"Bills time pe bhar diye, adulthood points milenge kya 😂",Positive,TRUE
Electricity bill thoda zyada aaya.,Negative,FALSE
Fan ko dekh ke lag raha hai culprit wahi hai 😂,Negative,TRUE
Water bill normal tha.,Positive,FALSE
"Water bill normal, ek department toh loyal hai 😂",Positive,TRUE
Mobile recharge successful ho gaya.,Positive,FALSE
Recharge ke baad phone suddenly important citizen lagne laga 😂,Positive,TRUE
Data pack khatam hone wala hai.,Negative,FALSE
Data bhi salary ki tarah month end se pehle khatam 😂,Negative,TRUE
Wi-Fi bill paid kar diya.,Positive,FALSE
"Internet ka bill bhar ke internet bachaya, logic dekho 😂",Positive,TRUE
New bank branch kaafi clean hai.,Positive,FALSE
Bank ka interior dekh ke laga loan lene ka pressure aa jayega 😂,Negative,TRUE
ATM receipt pocket mein reh gayi.,Neutral,FALSE
ATM receipt bhi memories collect kar rahi hai 😂,Neutral,TRUE
Aaj ek old wallet donate kar diya.,Positive,FALSE
Wallet purana tha but emotional attachment unnecessary strong thi 😂,Positive,TRUE
I finally sorted my documents.,Positive,FALSE
Documents sort karte karte teen saal purani files mil gayi 😂,Neutral,TRUE
Passport application submit kar di.,Positive,FALSE
Passport photo mein main khud ko identify nahi kar pa rahi 😂,Negative,TRUE
Visa documents ready hain.,Positive,FALSE
"Documents complete hain, ab bas luck ka form baaki hai 😂",Neutral,TRUE
ID card renew ho gaya.,Positive,FALSE
New photo mein bhi wahi face hai unfortunately 😂,Neutral,TRUE
Signature update karna pada.,Neutral,FALSE
Signature itna change ho gaya ki bank bhi suspicious ho gaya 😂,Negative,TRUE
Form mein address bhar diya.,Neutral,FALSE
"Address bharna easy tha, spelling ne drama kiya 😂",Negative,TRUE
Aaj ek museum ticket online book ki.,Positive,FALSE
"Ticket book kar liya, ab jaana bhi padega apparently 😂",Positive,TRUE
Museum mein audio guide liya.,Positive,FALSE
Audio guide ki voice itni serious thi 😂,Positive,TRUE
Ek historical coin dekha.,Positive,FALSE
"Coin chhota tha, history ka load bada tha 😂",Positive,TRUE
Ancient pottery ka section interesting tha.,Positive,FALSE
Pottery 2000 saal purani aur main plate do din mein tod deti hu 😂,Negative,TRUE
Museum ka architecture beautiful tha.,Positive,FALSE
Building dekh ke andar jaana bhool jaoge 😂,Positive,TRUE
Ek old map dekha.,Neutral,FALSE
Map mein duniya hi alag version ki lag rahi thi 😂,Neutral,TRUE
Historical letters preserve kiye hue the.,Positive,FALSE
Handwriting dekh ke apni handwriting pe trust uth gaya 😂,Negative,TRUE
Old photographs ka section peaceful tha.,Positive,FALSE
"Har photo ke peeche story thi, captions bhi full serious 😂",Positive,TRUE
Museum guide kaafi informative tha.,Positive,FALSE
Guide ne itni dates bata di ki brain ne buffering start kar di 😂,Negative,TRUE
Ek telescope exhibit bhi tha.,Positive,FALSE
Telescope dekh ke space ka FOMO ho gaya 😂🚀,Positive,TRUE
Planetarium ticket bhi mil gayi.,Positive,FALSE
