message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm
Earth ne aliens ko message bheja aur saath me playlist bhi de di 😂🌍,Positive,Negative,0.4556,True
Astronaut photography has produced detailed images of Earth's landscapes.,Positive,Neutral,0.7004,False
Auroras are produced by interactions between charged particles and Earth's atmosphere.,Positive,Neutral,0.9317,False
Solar storms can disrupt satellite communications.,Negative,Neutral,0.8297,False
Space me human body ko gravity ki aadat suddenly miss ho jati hai.,Neutral,Negative,0.9452,False
Months in space with the same people sounds like a very advanced patience experiment 😂,Negative,Positive,0.9812,True
Space agriculture research focuses on growing food in controlled environments.,Positive,Neutral,0.994,False
Robotic spacecraft can explore environments too dangerous for humans.,Positive,Neutral,0.969,False
Robots on other planets are basically unpaid field researchers 🤖,Positive,Neutral,0.7676,True
Mars rovers use autonomous navigation to avoid obstacles.,Positive,Neutral,0.9724,False
The Amazon rainforest plays an important role in global ecosystems.,Positive,Neutral,0.9365,False
Jungle me network na mile toh adventure officially start ho gaya 😂🌳,Neutral,Positive,0.9952,True
New insect species are still being documented by researchers.,Positive,Neutral,0.9918,False
Ek tiny insect ke liye bhi scientific naam decide karna padta hai 😂🐜,Neutral,Negative,0.9856,True
Rainforest rivers transport nutrients and sediments across large distances.,Positive,Neutral,0.935,False
River dolphins use echolocation to navigate muddy waters.,Positive,Neutral,0.9719,False
Pink dolphins look like nature accidentally changed the color settings 🐬😂,Positive,Neutral,0.8844,True
Mangrove forests can reduce coastal erosion.,Positive,Neutral,0.9924,False
Coral reefs support thousands of marine species.,Positive,Neutral,0.8003,False
Coral bleaching can severely affect reef ecosystems.,Negative,Neutral,0.9706,False
Underwater research stations sound peaceful until you remember the ocean is right outside 😂🌊,Negative,Positive,0.8789,True
Submersibles allow scientists to reach deep ocean environments.,Positive,Neutral,0.9926,False
Deep ocean exploration basically means entering Earth's pressure cooker 😂,Negative,Neutral,0.9701,True
Hydrothermal vents support ecosystems without sunlight.,Positive,Neutral,0.9901,False
Deep-sea creatures often have specialized adaptations for darkness.,Positive,Neutral,0.9466,False
Anglerfish look like they were designed by someone who hates cute animals 😂🐟,Negative,Positive,0.8331,True
Bioluminescence helps some marine animals attract prey or communicate.,Positive,Neutral,0.9857,False
Whales communicate using complex sounds across ocean distances.,Positive,Neutral,0.9345,False
Dolphin groups can coordinate while hunting.,Positive,Neutral,0.9798,False
Sea turtles return to specific beaches to lay eggs.,Positive,Neutral,0.9663,False
Baby turtles navigate toward the ocean using environmental cues.,Positive,Neutral,0.975,False
Tiny turtles finding the ocean on day one is more direction sense than most people have 😂🐢,Positive,Neutral,0.651,True
Marine protected areas restrict certain activities to conserve ecosystems.,Positive,Neutral,0.9499,False
Ocean cleanup projects target floating plastic waste.,Positive,Neutral,0.9895,False
Plastic bottles have somehow become permanent residents of places they never booked 😂🌊,Negative,Positive,0.8935,True
Microplastics have been detected in many marine environments.,Negative,Neutral,0.9871,False
Plastic pollution is one of the major challenges facing oceans.,Negative,Neutral,0.9725,False
Beach cleanup groups collect large amounts of litter from shorelines.,Positive,Neutral,0.9675,False
Coastal cities use flood maps for resilience planning.,Positive,Neutral,0.9866,False
Flood barriers can protect some low-lying urban areas.,Positive,Neutral,0.9868,False
Venice has developed systems to reduce flooding impacts.,Positive,Neutral,0.9901,False
"Venice ka paani dekh ke tourist happy, engineers serious mode me hote hain 😂🇮🇹",Neutral,Positive,0.937,True
Floating architecture is being explored in some coastal regions.,Positive,Neutral,0.9785,False
Floating houses sound futuristic but engineering already takes them seriously 🚤🏠,Positive,Neutral,0.5019,False
Netherlands has extensive systems for managing water levels.,Positive,Neutral,0.9035,False
Dikes protect large areas of low-lying land from flooding.,Positive,Neutral,0.9826,False
Reclaimed land has changed the geography of parts of the Netherlands.,Positive,Neutral,0.8682,False
"Canals can serve transportation, drainage and water-management purposes.",Positive,Neutral,0.9811,False
Canal houses look beautiful but moving furniture there probably requires strategy 😂,Positive,Neutral,0.5947,True
Ships basically take an elevator made of water through the canal 😂🚢,Positive,Neutral,0.9017,True
Canal shortcuts have had enormous effects on global shipping.,Positive,Neutral,0.6057,False
Singapore's port handles enormous volumes of global cargo.,Positive,Neutral,0.811,False
Singapore's container stacks look like Tetris played at industrial scale 😂📦,Positive,Neutral,0.8055,True
Rotterdam is one of Europe's major ports.,Neutral,Positive,0.5726,False
Automated guided vehicles are used in some modern ports.,Positive,Neutral,0.9913,False
Port robots moving containers around look like a giant warehouse game 😂🤖,Positive,Neutral,0.4636,True
Global shipping relies on standardized container sizes.,Positive,Neutral,0.9933,False
"One metal box can travel through ships, trains and trucks without unloading its contents.",Positive,Neutral,0.9377,False
Intermodal transport connects different transportation systems.,Positive,Neutral,0.9324,False
Freight trains move large quantities of goods over long distances.,Positive,Neutral,0.7977,False
High-speed rail systems operate in several countries.,Positive,Neutral,0.9865,False
Japan's Shinkansen is known for punctuality and speed.,Positive,Neutral,0.8783,False
Shinkansen delay announcements probably have more dignity than my apologies 😂🚄,Positive,Negative,0.8792,True
European rail systems connect many countries across borders.,Positive,Neutral,0.7348,False
Night trains allow passengers to travel while sleeping.,Positive,Neutral,0.9663,False
Sleeping on a train and waking up in another city sounds like teleportation with paperwork 😂🚆,Positive,Negative,0.9721,True
Switzerland has extensive mountain railways.,Positive,Neutral,0.6753,False
Mountain railway tracks look like engineering decided to challenge gravity 😂🏔️,Positive,Negative,0.7697,True
Urban cable cars are used as public transport in some cities.,Positive,Neutral,0.9734,False
London's Tube map simplified a complicated transport network.,Positive,Neutral,0.9046,False
Metro maps make cities look much smaller than they actually are 😂🚇,Positive,Negative,0.9821,True
Tokyo's rail system is highly integrated with urban life.,Positive,Neutral,0.7999,False
Tokyo stations can function like miniature cities.,Positive,Neutral,0.9606,False
Getting lost in a huge station is basically free cardio 😂,Positive,Negative,0.9637,True
Dubai mein aaj kaafi unusual rain hui.,Neutral,Positive,0.8751,False
Tokyo ki trains itni punctual kaise hain yaar 😭🚆,Positive,Negative,0.49,True
Iceland ka weather dekh ke jacket pehen li maine 🥶,Negative,Neutral,0.7396,False
Iceland mein rehna matlab weather ke saath daily negotiation 😂,Negative,Neutral,0.768,True
Switzerland pahunch ke bas trains hi dekhte rehna hai ab 😂🚆,Positive,Negative,0.975,True
Japan mein vending machine bhi mujhse zyada useful hai 😭,Negative,Positive,0.5083,True
Seoul ke night markets ka vibe alag hi hai 🌃,Positive,Neutral,0.8864,False
Seoul mein raat ko bhi log mujhse zyada active hain 😂,Negative,Positive,0.9955,True
Singapore airport toh khud ek tourist spot lagta hai.,Positive,Neutral,0.9591,False
Airport itna sundar hai ki flight cancel karwa du kya 😂✈️,Positive,Negative,0.9912,True
New York ka skyline raat mein crazy lagta hai.,Positive,Negative,0.7709,False
NYC mein buildings bhi attitude mein khadi hain 😂🏙️,Positive,Negative,0.9767,True
London mein weather literally mood ke saath change hota hai.,Negative,Positive,0.8218,False
Paris jaake bhi main photo lene mein busy thi obviously 😂📸,Positive,Negative,0.6926,True
Amsterdam mein cycle se bachna bhi ek skill hai 😂,Negative,Positive,0.6075,True
Venice mein auto wala concept fail ho gaya 😂🚤,Neutral,Negative,0.9922,True
Australia mein kangaroo ko road ke paas dekha 😭🦘,Positive,Neutral,0.9778,False
New Zealand ka landscape unreal lagta hai.,Positive,Negative,0.9949,False
New Zealand dekh ke wallpaper delete karne ka mann hua 😂,Positive,Negative,0.9867,True
Switzerland ka lake water literally postcard jaisa tha.,Positive,Neutral,0.949,False
Nature ne Switzerland mein overachieve kar diya 😂🏔️,Positive,Negative,0.9913,True
Raat hai but sun ne resignation nahi diya 😂☀️,Neutral,Positive,0.9966,True
Hawaii ka beach view unreal tha 🌊,Positive,Negative,0.7925,False
Morocco ke bazaar mein direction naam ki cheez nahi 😂,Negative,Neutral,0.9362,True
Rome mein literally wall bhi historical nikli 😂🏛️,Positive,Negative,0.9818,True
Football match ka atmosphere stadium mein totally different hota hai.,Positive,Neutral,0.9961,False
Stadium mein sabko suddenly expert referee banna hi tha 😂⚽,Positive,Negative,0.8023,True
Messi ka old match dekh rahi thi.,Positive,Neutral,0.9869,False
Ek boundary aur poora stadium emotionally stable nahi raha 😂🏏,Positive,Negative,0.9908,True
Wimbledon ka grass court kitna neat lagta hai.,Positive,Negative,0.4754,False
Chess tournament ka silence kaafi intense hota hai.,Neutral,Negative,0.5015,False
Chess mein ek galat move aur ego gone 😂♟️,Negative,Positive,0.6592,True
Snowboard pe first day mein hi insurance chahiye hoga 😂,Negative,Neutral,0.963,True
Archery mein concentration kaafi important hai.,Positive,Neutral,0.9359,False
Swimming competitions mein timing kaafi close hoti hai.,Positive,Neutral,0.6685,False
Volleyball mein ball hawa mein aur meri planning ground pe 😂,Negative,Positive,0.7014,True
Electric race car ne noise ka budget bhi bacha liya 😂,Positive,Negative,0.9264,True
Baseball dekh ke pehle bas bat hi samajh aayi 😂⚾,Neutral,Positive,0.8504,True
"Documentary start ki thi, ending tak Wikipedia padh li 😂",Positive,Negative,0.902,True
Actor ne scene bacha liya warna picture gayi thi 😂🎬,Positive,Negative,0.927,True
Movie average thi but songs ne izzat bacha li 😂🎶,Positive,Negative,0.8326,True
I still haven't watched that series.,Neutral,Negative,0.7155,False
I guessed the villain correctly.,Positive,Neutral,0.9936,False
Detective banne ka mauka mil gaya 😂🕵️,Positive,Negative,0.7686,True
Subtitles ne actor se zyada clearly explain kiya 😂,Positive,Negative,0.8687,True
Documentary khatam hui aur main suddenly philosopher ban gayi 😂,Positive,Negative,0.9971,True
Movie itni underrated thi ki koi mil hi nahi raha discuss karne 😂,Positive,Negative,0.994,True
Purani movie ne new releases ko quietly expose kar diya 😂,Positive,Negative,0.9965,True
I prefer watching movies at home.,Positive,Neutral,0.9692,False
Aaj private screening mil gayi apparently 😂🎬,Positive,Neutral,0.6872,True
Episode khatam hua aur knowledge ka overload ho gaya 😂,Positive,Negative,0.9965,True
Purane radio shows ka vibe alag hi hai 📻,Positive,Negative,0.8734,False
Interview mein filters naam ki cheez nahi thi 😂,Positive,Neutral,0.8496,True
Cover dekh ke hi book kharidne ka temptation aa gaya 😂📚,Positive,Negative,0.9196,True
I prefer paper books sometimes.,Positive,Neutral,0.9877,False
E-book convenient hai but paper ka feel alag hai.,Positive,Neutral,0.9188,False
I accidentally bought another notebook.,Negative,Neutral,0.7573,False
Purani diary padh ke past version se mil liya 😂,Positive,Negative,0.8042,True
I deleted around two thousand screenshots.,Positive,Negative,0.9212,False
2019 ka face dekh ke time travel ho gaya 😂,Positive,Negative,0.9705,True
I changed my phone wallpaper.,Positive,Neutral,0.8854,False
Wallpaper change karke phone naya lagne laga 😂,Positive,Negative,0.8889,True
The new update looks clean.,Positive,Neutral,0.8789,False
Update ne icons ko bhi personality de di 😂📱,Positive,Negative,0.9791,True
Phone literally toaster ban gaya hai 😂🔥,Negative,Positive,0.918,True
"Backup ho gaya, ab thoda peace mila 😭",Positive,Negative,0.96,False
My cloud storage is almost full.,Negative,Positive,0.8661,False
"Cloud bhi bhar gaya, ab sky mein save karu kya 😂☁️",Negative,Neutral,0.4852,True
I lost one earbud again.,Negative,Positive,0.7633,False
Ek earbud har baar freedom fighter kyun ban jata hai 😂🎧,Negative,Positive,0.9574,True
Found the earbud under my pillow.,Positive,Neutral,0.9844,False
"Earbud bed ke neeche nahi, pillow ke neeche tha 😂",Positive,Neutral,0.738,True
Charger ne retirement le liya apparently 😂🔌,Negative,Neutral,0.664,True
I bought a longer charging cable.,Positive,Neutral,0.9801,False
Keyboard type karte hi productivity ka illusion de raha hai 😂⌨️,Positive,Negative,0.9714,True
I accidentally changed my phone settings.,Negative,Neutral,0.9136,False
My laptop fan is getting loud.,Negative,Positive,0.9937,False
Laptop ka fan aaj helicopter ban gaya 😂💻,Negative,Positive,0.8919,True
I cleaned my laptop screen today.,Positive,Neutral,0.9289,False
I bought a tiny desk lamp.,Positive,Neutral,0.9781,False
I found a free editing app.,Positive,Neutral,0.8985,False
My browser has thirty tabs open.,Negative,Neutral,0.7615,False
I found the tab I needed.,Positive,Neutral,0.7419,False
The internet is unusually slow today.,Negative,Neutral,0.5594,False
I changed the router position.,Positive,Neutral,0.989,False
"Router ko corner se hata diya, ab signal bhi khush hai 😂",Positive,Neutral,0.6961,True
The signal is stronger near the window.,Positive,Neutral,0.716,False
The file opened after years.,Positive,Negative,0.5742,False
File ne bhi nostalgia trip karwa diya 😂💾,Positive,Negative,0.9892,True
I found my first email account.,Neutral,Positive,0.6063,False
Two-factor authentication is useful.,Positive,Neutral,0.9842,False
My contact list has so many unused numbers.,Neutral,Negative,0.9136,False
Group chat khola aur pura historical evidence mil gaya 😂,Positive,Negative,0.9824,True
Everyone used to type so much there.,Neutral,Positive,0.9447,False
Purane chats mein energy kuch zyada hi thi 😂,Positive,Negative,0.9793,True
I accidentally reacted to an old message.,Negative,Neutral,0.8356,False
Voice note 7 minutes ka tha 😭🎧,Negative,Neutral,0.5243,False
Seven minutes ka voice note is basically a podcast.,Negative,Neutral,0.8604,True
Maine voice note speed pe sun liya 😂,Positive,Negative,0.4879,True
Explanation mein explanation ka bhi explanation tha 😂,Negative,Neutral,0.9372,True
Sticker ne conversation officially handle kar li 😂,Positive,Negative,0.8632,True
I saw a weird headline today.,Neutral,Negative,0.4879,False
Weather app galat nikla again 😂☁️,Negative,Positive,0.7729,True
"Forecast dekh ke nikli thi, sky ka alag plan tha 😂",Negative,Neutral,0.8881,True
It started raining unexpectedly.,Negative,Neutral,0.9094,False
"Umbrella ghar pe aur baarish bahar, classic 😂☔",Negative,Positive,0.9903,True
The shopkeeper recommended a mystery novel.,Positive,Neutral,0.7862,False
Mystery novel ne mujhe hi suspicious bana diya 😂,Positive,Negative,0.9917,True
I bought a second-hand book.,Positive,Neutral,0.6212,False
There was a note inside the book.,Positive,Neutral,0.9454,False
The song sounded familiar.,Neutral,Positive,0.9941,False
There was a small art market nearby.,Positive,Neutral,0.9823,False
I bought a handmade postcard.,Positive,Neutral,0.9493,False
Postcard dekh ke letters likhne ka mann hua ✉️,Positive,Neutral,0.9909,False
I haven't written a letter in years.,Neutral,Negative,0.9039,False
Handwritten letter ka vibe messages se alag hai.,Positive,Neutral,0.9828,False
I found a tiny local bakery.,Positive,Neutral,0.9867,False
Bakery ki smell ne bina permission andar bula liya 😂🥐,Positive,Negative,0.7467,True
Bread itni achhi thi ki dinner plans cancel 😂🥖,Positive,Negative,0.9926,True
I finally tried Korean noodles.,Positive,Neutral,0.7959,False
"Noodles spicy the, confidence nahi 😂🌶️",Negative,Positive,0.9131,True
Salsa ne first bite mein hi warning de di 😂🌶️,Negative,Positive,0.9971,True
I tried Japanese mochi.,Positive,Neutral,0.9971,False
Mochi ka texture unexpected tha 😂,Neutral,Positive,0.8893,True
Dessert ne sugar level ko personal challenge de diya 😂🍰,Negative,Neutral,0.781,True
Moroccan tea is served very differently.,Positive,Neutral,0.9948,False
Tea pour karne ka style full performance lagta hai 😂,Positive,Negative,0.9559,True
Italian gelato tastes different from regular ice cream.,Positive,Neutral,0.9814,False
Gelato ne ice cream ko competition de diya 😂🍨,Positive,Neutral,0.643,True
Fresh pasta ne packet wali pasta ko expose kar diya 😂🍝,Positive,Negative,0.6341,True
Dessert shop mein sirf dekhne gayi thi obviously 😂,Positive,Negative,0.8741,True
I bought mangoes today.,Positive,Neutral,0.9643,False
The mango was ridiculously sour.,Negative,Positive,0.9691,False
I tried dragon fruit.,Positive,Neutral,0.9971,False
I bought fresh cherries.,Positive,Neutral,0.9939,False
Garden mein birds kaafi loud the 😂🐦,Negative,Positive,0.9978,True
I planted basil yesterday.,Positive,Neutral,0.9612,False
Cactus ko bhi meri care tolerate ho gayi 😂🌵,Positive,Negative,0.9093,True
I forgot to water the plants.,Negative,Neutral,0.7374,False
Plants ko meri memory pe bharosa hi nahi karna chahiye 😂🌱,Negative,Positive,0.942,True
The balcony has new plants now.,Positive,Neutral,0.8568,False
Butterfly do second ruki aur phir celebrity ki tarah chali gayi 😂🦋,Positive,Negative,0.7717,True
There were fireflies near the lake.,Positive,Neutral,0.9785,False
Frogs ka midnight concert start ho gaya 😂🐸,Positive,Neutral,0.5536,True
The sunset was orange today.,Positive,Neutral,0.8046,False
Clouds looked like mountains.,Positive,Neutral,0.7321,False
I saw a double rainbow.,Positive,Neutral,0.9755,False
Moon aaj unnecessarily photogenic tha 😂🌕,Positive,Negative,0.6084,True
I heard thunder from far away.,Neutral,Positive,0.932,False
Thunder ne bina invitation ke announcement kar diya 😂⛈️,Negative,Positive,0.417,True
Wish maangne ka time bhi nahi mila 😭✨,Negative,Positive,0.9931,False
I saw a fox near the road.,Positive,Neutral,0.967,False
There were deer near the forest.,Positive,Neutral,0.9959,False
A squirrel stole a biscuit.,Negative,Neutral,0.9858,False
Peacock ne feathers khole aur pura main character moment tha 🦚,Positive,Neutral,0.9622,True
Goats ne road ko apna personal lounge bana diya 😂🐐,Neutral,Negative,0.7188,True
The street had a tiny book stall.,Positive,Neutral,0.975,False
Tiny stall but books ka collection dangerous tha 😂📚,Positive,Negative,0.9894,True
I found an old map at the market.,Positive,Neutral,0.9209,False
Old map dekh ke treasure hunt start karne ka mann hua 😂🗺️,Positive,Negative,0.7518,True
Someone was selling handmade pottery.,Positive,Neutral,0.996,False
Pottery itni pretty thi ki haath lagane se darr laga 😂🏺,Positive,Negative,0.9821,True
I saw a traditional dance performance.,Positive,Neutral,0.954,False
Costume dekh ke normal clothes boring lagne lage 😂,Positive,Negative,0.9842,True
I heard live classical music.,Positive,Neutral,0.6026,False
Live music mein headphones ka competition hi nahi 🎻,Positive,Neutral,0.9551,False
Someone was playing a violin outside.,Positive,Neutral,0.7988,False
Violin ki sound ne pura street cinematic bana diya 🎻,Positive,Negative,0.9907,False
I saw a traditional puppet show.,Positive,Neutral,0.9068,False
There were lanterns everywhere.,Positive,Neutral,0.7939,False
Lanterns ne pura street glow kar diya 🏮,Positive,Negative,0.9906,False
I bought a handmade bracelet.,Positive,Neutral,0.9186,False
The market was extremely crowded.,Negative,Neutral,0.6769,False
"Crowd se bachke corner mil gaya, victory 😂",Positive,Negative,0.8869,True
Random singer ne free concert de diya 🎶,Positive,Negative,0.7886,False
I watched a street magician.,Positive,Neutral,0.7841,False
The magician pulled a coin from nowhere.,Positive,Neutral,0.6422,False
Coin kaha se aaya abhi tak samajh nahi aaya 😂,Neutral,Positive,0.8426,True
I saw a giant chessboard outside.,Positive,Neutral,0.8101,False
People were playing board games there.,Positive,Neutral,0.9846,False
Board game start hua aur friendship test ban gaya 😂,Negative,Neutral,0.8296,True
Someone brought a puzzle to the park.,Positive,Neutral,0.864,False
Puzzle dekh ke mera patience park se bahar chala gaya 😂,Negative,Positive,0.9117,True
I found a really strange riddle.,Neutral,Positive,0.9982,False
I bought a tiny globe.,Positive,Neutral,0.8044,False
I marked five countries I want to visit.,Positive,Neutral,0.809,False
"Five countries se start kiya, ab list fifty hai 😂",Positive,Neutral,0.9429,True
I want to visit the Amazon rainforest.,Positive,Neutral,0.9535,False
Amazon jungle mein mosquito mera main character ban jayega 😂🌿,Negative,Neutral,0.6799,True
I want to see the Great Barrier Reef.,Positive,Neutral,0.9718,False
I want to visit Patagonia.,Positive,Neutral,0.9284,False
Patagonia ka landscape unreal lagta hai 🏔️,Positive,Negative,0.9955,False
I want to see Mount Fuji.,Positive,Neutral,0.6008,False
Fuji ke saamne photo mein main background ban jaungi 😂🗻,Positive,Neutral,0.7708,True
Winter NYC mein stylish rehna alag challenge hoga 😂🧥,Negative,Positive,0.9619,True
I want to see Kyoto during autumn.,Positive,Neutral,0.8508,False
Prague ki streets mein bas randomly walk karna hai.,Positive,Negative,0.8866,False
Petra photos mein hi unreal lagti hai.,Positive,Negative,0.9931,False
I want to visit Bhutan.,Positive,Negative,0.5745,False
I want to visit Kenya for a safari.,Positive,Neutral,0.5265,False
Safari mein animals ko disturb nahi karna hai.,Positive,Neutral,0.9807,False
Giraffe ko dekh ke camera automatically nikal jayega.,Positive,Neutral,0.7525,False
I want to see penguins in Antarctica.,Positive,Neutral,0.9911,False
I want to visit the Galapagos Islands.,Positive,Neutral,0.96,False
I want to see volcanoes from a safe distance.,Positive,Neutral,0.8955,False
Volcano ko close-up mein dekhne ka plan bilkul nahi 😂🌋,Negative,Neutral,0.6031,True
I want to visit a desert at night.,Positive,Neutral,0.9027,False
I want to travel by sleeper train.,Positive,Neutral,0.9936,False
Sleeper train ka window view alag level ka hota hai 🚆,Positive,Neutral,0.9977,False
I want to take a road trip abroad.,Positive,Negative,0.5361,False
I want to rent a camper van.,Positive,Neutral,0.9966,False
I want to try scuba diving.,Positive,Neutral,0.7725,False
I want to try paragliding.,Positive,Neutral,0.9922,False
Kayak palat gaya toh vacation instantly adventure ban jayega 😂🚣,Negative,Positive,0.9222,True
I want to see a glacier.,Positive,Neutral,0.9038,False
Glacier photos mein blue ice unreal lagti hai 🧊,Positive,Negative,0.9883,False
Volcano ke saath distance maintain karungi 😂🌋,Positive,Neutral,0.8662,True
I want to visit a rainforest.,Positive,Neutral,0.9792,False
Rainforest mein waterproof bag compulsory hoga 😂🌿,Neutral,Positive,0.5293,True
I want to visit a floating market.,Positive,Neutral,0.9976,False
I want to see cherry blossoms.,Positive,Neutral,0.9948,False
Canada ke autumn colours unreal lagte hain 🍁,Positive,Negative,0.7822,False
I want to visit a Christmas market abroad.,Positive,Neutral,0.8942,False
I want to see the midnight sun.,Positive,Neutral,0.6341,False
Midnight sun dekh ke sleep schedule officially confused 😂☀️,Negative,Positive,0.9874,True
I want to visit a tiny village somewhere.,Positive,Neutral,0.8787,False
City se break lena kabhi kabhi zaroori hai.,Positive,Negative,0.9938,False
I want to travel without a fixed itinerary.,Positive,Negative,0.5089,False
Random road choose karna exciting bhi hai aur risky bhi 😂🗺️,Neutral,Negative,0.9218,True
I want to collect postcards from different countries.,Positive,Neutral,0.906,False
I want to learn basic phrases before travelling.,Positive,Neutral,0.905,False
I want to travel somewhere completely new.,Positive,Neutral,0.4045,False
Bas passport ready rehna chahiye 😂✈️,Positive,Neutral,0.5509,True
Aaj metro mein ek banda pura guitar leke khada tha 😂🎸,Positive,Neutral,0.8025,True
Metro aaj surprisingly empty thi.,Positive,Negative,0.835,False
Signal pe khade khade podcast complete kar diya.,Neutral,Positive,0.9829,False
Auto wale bhaiya ne shortcut se bacha liya mujhe.,Positive,Negative,0.9663,False
Aaj first time electric bus mein travel kiya.,Positive,Neutral,0.9939,False
Bus mein ek uncle sabko route samjha rahe the 😂,Positive,Neutral,0.398,True
Aaj cycle se market chali gayi.,Positive,Negative,0.9801,False
Road pe ek dog mere saath kaafi door tak chala 🐕,Positive,Neutral,0.9452,False
Traffic police wale uncle ne actually smile karke side karwaya.,Positive,Negative,0.856,False
Petrol pump pe line unexpectedly short thi.,Positive,Neutral,0.9559,False
Aaj parking easily mil gayi.,Positive,Neutral,0.505,False
"Parking mil gayi, aaj universe mere favour mein hai 😂",Positive,Negative,0.9886,True
Rickshaw wala exact change leke baitha tha.,Positive,Neutral,0.9588,False
Boarding gate last minute change hua.,Negative,Neutral,0.9972,False
Flight mein window seat mil gayi.,Positive,Neutral,0.9606,False
Station pe ek book exchange stall dekha.,Positive,Neutral,0.9577,False
"Book exchange karne gayi thi, teen books lekar aa gayi 😂📚",Positive,Negative,0.9734,True
Parcel expected time se pehle aa gaya.,Positive,Neutral,0.8803,False
Delivery guy ne rain mein bhi parcel deliver kiya.,Positive,Neutral,0.8488,False
"Baarish mein parcel bach gaya, humanity bhi bach gayi 😂",Positive,Negative,0.9763,True
"Address sahi tha, printer ka alag hi agenda tha 😂",Negative,Neutral,0.9525,True
Aaj ek handwritten postcard mila.,Positive,Neutral,0.9723,False
Handwritten cheez dekh ke WhatsApp thoda outdated laga 😂,Positive,Negative,0.9668,True
Itne purane headlines padh ke time travel ho gaya 😂,Positive,Negative,0.9808,True
Radio jockey ki energy subah 7 baje bhi dangerous thi 😂,Positive,Negative,0.9462,True
Phone ka screen protector finally replace kiya.,Positive,Neutral,0.9917,False
Camera lens clean kiya toh photos suddenly sharp ho gayi.,Positive,Neutral,0.6555,False
Gallery mein bohot saare duplicate photos the.,Neutral,Positive,0.9949,False
Notification settings thodi clean kar di.,Positive,Neutral,0.5255,False
Passwords yaad rakhne ka career finally khatam 😂,Positive,Negative,0.9217,True
Aaj QR code scan karte waqt camera hang ho gaya.,Negative,Neutral,0.9969,False
Bluetooth speaker connect ho gaya first try mein.,Positive,Neutral,0.9927,False
Files organize karte karte purane versions se friendship ho gayi 😂,Positive,Negative,0.9784,True
Aaj ek new keyboard shortcut seekha.,Positive,Neutral,0.9957,False
"Shortcut seekh liya, ab main officially tech expert 😂",Positive,Negative,0.9839,True
Monitor ka brightness bohot low tha.,Neutral,Negative,0.5371,False
Printer ne first attempt mein print de diya.,Positive,Neutral,0.9734,False
Printer ne aaj decide kiya ki drama baad mein karenge 😂,Positive,Negative,0.99,True
Aaj ek old camera mila ghar mein.,Positive,Neutral,0.9967,False
Photo nikalte hi suspense start ho jata hai 😂,Positive,Negative,0.834,True
Aaj ek Polaroid wall dekhi.,Positive,Neutral,0.9971,False
Aaj ek photography exhibition dekhi.,Positive,Neutral,0.951,False
Best moment aaya aur camera ghar pe vacation pe tha 😂,Negative,Positive,0.9728,True
Phone camera ne aaj photographer ki job le li 😂📸,Positive,Negative,0.7747,True
Aaj ek pottery workshop dekhi.,Positive,Neutral,0.9806,False
Clay mere haath mein jaake abstract art ban gayi 😂🏺,Positive,Negative,0.9941,True
Watercolor mein mistake ko “artistic choice” bol sakte hain 😂🎨,Positive,Negative,0.9451,True
Aaj sketching try ki.,Positive,Neutral,0.9755,False
Aaj ek ceramic mug paint kiya.,Positive,Neutral,0.9822,False
Mug ka design thoda questionable hai but cute hai 😂☕,Positive,Negative,0.5938,True
Embroidery looks really difficult.,Neutral,Negative,0.4412,False
Ek stitch ke baad patience ne bye bol diya 😂,Negative,Positive,0.7956,True
Knitting seekhne ka mann hai.,Positive,Neutral,0.9608,False
"Knitting ka first project scarf nahi, confusion hoga 😂",Negative,Neutral,0.6821,True
Crochet dekh ke lagta hai fingers bhi multitasking karti hain 😂,Positive,Negative,0.9781,True
Aaj clay se tiny bowl banaya.,Positive,Neutral,0.9956,False
I found a miniature model shop.,Positive,Neutral,0.9218,False
Miniature furniture dekh ke main emotionally invested ho gayi 😂,Positive,Negative,0.935,True
Chhoti train dekh ke childhood activate ho gaya 🚂,Positive,Neutral,0.9616,False
Aaj a model airplane exhibition dekhi.,Positive,Neutral,0.9919,False
Plane models dekh ke airport ka patience yaad aa gaya 😂✈️,Negative,Positive,0.7247,True
I tried making a paper boat.,Positive,Neutral,0.996,False
Aaj board game cafe dekha.,Positive,Neutral,0.9895,False
Escape rooms look intense.,Neutral,Positive,0.993,False
Aaj a quiz app try kiya.,Positive,Neutral,0.8979,False
Quiz app ne meri general knowledge ko reality check diya 😂,Negative,Positive,0.9684,True
Ek astronomy answer sahi hua aur ego sky pe 😂🌌,Positive,Neutral,0.6069,True
Universe ke size ke saamne meri problems microscopic lagti hain 😂,Positive,Negative,0.9881,True
I saw a planetarium show today.,Positive,Neutral,0.5171,False
I learned about black holes today.,Positive,Neutral,0.8252,False
Mars pe jaana exciting hai but oxygen ka issue thoda hai 😂,Negative,Neutral,0.8116,True
Moon ne aaj streetlight ko competition diya 🌕,Positive,Neutral,0.9022,True
I saw the International Space Station online.,Positive,Neutral,0.9838,False
I downloaded a constellation app.,Positive,Neutral,0.9769,False
"Ab sky mein random dots nahi, names bhi hain 😂",Positive,Neutral,0.9531,True
Aaj ek science museum gayi thi.,Positive,Neutral,0.9867,False
Dinosaur dekh ke extinction ka reason samajh nahi aaya 😂🦖,Neutral,Negative,0.7174,True
