message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
Opening ceremony mein countries bhi fashion show kar leti hain 😂,True,False,0.8263,Positive
Marathon dekh ke mujhe walking bhi achievement lagti hai 😂🏃,True,False,0.9141,Positive
Skateboarding competitions look fun.,False,True,0.7088,Positive
Skateboard pe khade hote hi meri dignity gir jayegi 😂🛹,True,False,0.9805,Negative
Surfing actually looks difficult.,False,True,0.9566,Neutral
Archery mein concentration kaafi important hai.,False,True,0.8236,Positive
Arrow miss hua toh target ko blame kar denge kya 😂🏹,True,False,0.8022,Negative
Pool mein speed dekh ke mujhe turtle feel hua 😂🏊,True,False,0.8925,Negative
Boxing training looks exhausting.,False,True,0.944,Negative
Boxing dekh ke mujhe debate bhi peaceful lagti hai 😂🥊,True,False,0.8811,Positive
Itna cycle chala ke destination bhi confuse ho jayega 😂🚴,True,False,0.584,Negative
Volleyball mein ball hawa mein aur meri planning ground pe 😂,True,False,0.6539,Negative
Badminton rallies are surprisingly quick.,False,True,0.9964,Positive
Shuttle dekhne se pehle hi point khatam 😂🏸,True,False,0.9795,Negative
Table tennis ne first five minutes mein aukaat bata di 😂,True,False,0.734,Negative
Formula E races are quieter than F1.,False,True,0.9991,Neutral
Electric race car ne noise ka budget bhi bacha liya 😂,True,False,0.8274,Positive
Golf courses look extremely peaceful.,False,True,0.9586,Positive
Baseball dekh ke pehle bas bat hi samajh aayi 😂⚾,True,False,0.9148,Neutral
Sumo wrestlers ki strength unbelievable hai.,False,True,0.9689,Positive
Sumo mein size bhi serious qualification hai 😂,True,False,0.5168,Positive
I finally watched that documentary.,False,True,0.9955,Positive
"Documentary start ki thi, ending tak Wikipedia padh li 😂",True,False,0.814,Positive
This movie had such a weird ending.,False,True,0.9963,Negative
Ending ne poori story ko hi confuse kar diya 😂,True,False,0.9395,Negative
That actor was actually really good.,False,True,0.9812,Positive
Actor ne scene bacha liya warna picture gayi thi 😂🎬,True,False,0.9812,Positive
I liked the soundtrack more than the movie.,False,True,0.9451,Positive
Movie average thi but songs ne izzat bacha li 😂🎶,True,False,0.9681,Positive
The animation was beautiful.,False,True,0.9966,Positive
Animation dekh ke budget ka idea hi nahi raha 😂✨,True,False,0.9055,Positive
I still haven't watched that series.,False,True,0.9834,Neutral
Sabne dekh liya aur main abhi trailer pe hoon 😂,True,False,0.9908,Negative
That plot twist was unexpected.,False,True,0.9982,Positive
Plot twist ne mujhe personally attack kar diya 😂,True,False,0.963,Negative
I guessed the villain correctly.,False,True,0.9995,Positive
Detective banne ka mauka mil gaya 😂🕵️,True,False,0.5185,Positive
The subtitles were surprisingly accurate.,False,True,0.9994,Positive
Subtitles ne actor se zyada clearly explain kiya 😂,True,False,0.659,Positive
This documentary changed my perspective.,False,True,0.9954,Positive
Documentary khatam hui aur main suddenly philosopher ban gayi 😂,True,False,0.6557,Positive
I found a really good indie film.,False,True,0.9595,Positive
Movie itni underrated thi ki koi mil hi nahi raha discuss karne 😂,True,False,0.9938,Positive
That character was impossible to understand.,False,True,0.9994,Negative
Character khud nahi samjha usko chahiye kya 😂,True,False,0.9697,Negative
The old movie still holds up.,False,True,0.9915,Positive
Purani movie ne new releases ko quietly expose kar diya 😂,True,False,0.6211,Positive
I prefer watching movies at home.,False,True,0.8158,Positive
Theatre mein popcorn ke liye hi aadha budget chala jata hai 😂🍿,True,False,0.812,Negative
The cinema hall was almost empty.,False,True,0.9981,Neutral
Aaj private screening mil gayi apparently 😂🎬,True,False,0.7974,Positive
The documentary was only forty minutes.,False,True,0.9983,Neutral
Forty minutes mein bhi life lesson de diya 😂,True,False,0.9352,Positive
I found a new podcast today.,False,True,0.8518,Positive
"Podcast host bolta hi ja raha tha, break naam ki cheez nahi 😂",True,False,0.9936,Negative
This episode was surprisingly informative.,False,True,0.9769,Positive
Episode khatam hua aur knowledge ka overload ho gaya 😂,True,False,0.8259,Positive
I actually enjoy old radio shows.,False,True,0.9223,Positive
The interview was very honest.,False,True,0.9128,Positive
I started reading a travel blog.,False,True,0.934,Positive
Blog padhte padhte suitcase nikal liya 😂🧳,True,False,0.8871,Positive
That book has a beautiful cover.,False,True,0.9975,Positive
Cover dekh ke hi book kharidne ka temptation aa gaya 😂📚,True,False,0.8334,Positive
I prefer paper books sometimes.,False,True,0.9356,Positive
I accidentally bought another notebook.,False,True,0.9921,Negative
I found my old diary today.,False,True,0.9976,Positive
Purani diary padh ke past version se mil liya 😂,True,False,0.9744,Positive
The handwriting was impossible to read.,False,True,0.9987,Negative
Meri handwriting ne khud ko encryption bana diya 😂,True,False,0.8367,Negative
I finally organized my photos.,False,True,0.9455,Positive
Photos organize karte karte teen ghante chale gaye 😂📱,True,False,0.9658,Negative
I deleted around two thousand screenshots.,False,True,0.9991,Positive
My storage is finally free.,False,True,0.9956,Positive
I found a photo from 2019.,False,True,0.9696,Neutral
2019 ka face dekh ke time travel ho gaya 😂,True,False,0.9119,Positive
I changed my phone wallpaper.,False,True,0.988,Positive
Wallpaper change karke phone naya lagne laga 😂,True,False,0.9935,Positive
My phone battery is behaving weirdly.,False,True,0.9976,Negative
The new update looks clean.,False,True,0.9804,Positive
Update ne icons ko bhi personality de di 😂📱,True,False,0.8019,Positive
My phone keeps overheating.,False,True,0.9935,Negative
I finally backed up my photos.,False,True,0.9903,Positive
My cloud storage is almost full.,False,True,0.998,Negative
"Cloud bhi bhar gaya, ab sky mein save karu kya 😂☁️",True,False,0.8906,Negative
I lost one earbud again.,False,True,0.9984,Negative
Found the earbud under my pillow.,False,True,0.9929,Positive
"Earbud bed ke neeche nahi, pillow ke neeche tha 😂",True,False,0.9152,Positive
My charger stopped working.,False,True,0.9609,Negative
I bought a longer charging cable.,False,True,0.929,Positive
Finally bed se phone charge kar paungi 😂,True,False,0.9243,Positive
The new keyboard feels really nice.,False,True,0.9559,Positive
I accidentally changed my phone settings.,False,True,0.9771,Negative
Settings mein ghusi aur phone hi unfamiliar lagne laga 😂,True,False,0.7265,Negative
My laptop fan is getting loud.,False,True,0.9978,Negative
Laptop ka fan aaj helicopter ban gaya 😂💻,True,False,0.6722,Negative
I cleaned my laptop screen today.,False,True,0.9524,Positive
My mouse finally started working again.,False,True,0.9938,Positive
Mouse ne decide kiya aaj cooperate karna hai 😂🖱️,True,False,0.8456,Positive
I bought a tiny desk lamp.,False,True,0.9934,Positive
My headphones have amazing bass.,False,True,0.9929,Positive
I found a free editing app.,False,True,0.9051,Positive
The app has too many ads.,False,True,0.9968,Negative
Ad dekhne ke liye app khola tha shayad 😂📱,True,False,0.9776,Negative
This website loads really slowly.,False,True,0.9939,Negative
Website loading mein meditation kara rahi hai 😂,True,False,0.9782,Negative
I finally learned how to use that feature.,False,True,0.8498,Positive
"Feature mil gaya, bas ab yaad bhi rehna chahiye 😂",True,False,0.7337,Positive
My browser has thirty tabs open.,False,True,0.9984,Negative
I found the tab I needed.,False,True,0.9896,Positive
The internet is unusually slow today.,False,True,0.999,Negative
Internet aaj walking speed pe chal raha hai 😂,True,False,0.9616,Negative
Wi-Fi started working again.,False,True,0.8637,Positive
Wi-Fi ne finally apni duty yaad kar li 😂📶,True,False,0.5347,Positive
I changed the router position.,False,True,0.973,Positive
"Router ko corner se hata diya, ab signal bhi khush hai 😂",True,False,0.9908,Positive
The signal is stronger near the window.,False,True,0.9986,Positive
Window ke paas khade hoke internet chalana normal hai apparently 😂,True,False,0.7064,Neutral
I found an old USB drive.,False,True,0.9534,Neutral
The file opened after years.,False,True,0.9961,Positive
File ne bhi nostalgia trip karwa diya 😂💾,True,False,0.9622,Positive
I still remember that old ringtone.,False,True,0.9873,Positive
Purani ringtone sunke instant 2012 vibes aa gayi 😂📱,True,False,0.9724,Positive
I found my first email account.,False,True,0.965,Neutral
I forgot my old password.,False,True,0.9878,Negative
Password yaad karne se better naya account bana du 😂,True,False,0.9543,Negative
Two-factor authentication is useful.,False,True,0.9911,Positive
OTP ne security ke saath patience bhi test kar diya 😂,True,False,0.898,Negative
I finally updated my emergency contacts.,False,True,0.988,Positive
My contact list has so many unused numbers.,False,True,0.9989,Neutral
Contact list mein aadhe logon ko main pehchanti bhi nahi 😂,True,False,0.9439,Negative
I found an old group chat.,False,True,0.936,Neutral
Group chat khola aur pura historical evidence mil gaya 😂,True,False,0.9847,Positive
Everyone used to type so much there.,False,True,0.9946,Neutral
Purane chats mein energy kuch zyada hi thi 😂,True,False,0.5083,Positive
I accidentally reacted to an old message.,False,True,0.9935,Negative
"Old message react kar diya, ab explanation ready kar rahi hu 😂",True,False,0.8604,Negative
Someone sent me a voice note.,False,True,0.771,Neutral
The message was just two words.,False,True,0.9979,Neutral
Itne long buildup ke baad sirf “okay” mila 😂,True,False,0.9716,Negative
I received a very detailed explanation.,False,True,0.9721,Positive
Explanation mein explanation ka bhi explanation tha 😂,True,False,0.5007,Negative
Someone sent a sticker instead of replying.,False,True,0.9831,Neutral
Sticker ne conversation officially handle kar li 😂,True,False,0.8839,Positive
I love random stickers.,False,True,0.8378,Positive
That meme was actually accurate.,False,True,0.9989,Positive
Meme dekh ke personally attacked feel hua 😂,True,False,0.7583,Negative
I saw a weird headline today.,False,True,0.9944,Neutral
Headline padh ke brain ne loading start kar di 😂,True,False,0.8059,Negative
The news was surprisingly good.,False,True,0.9976,Positive
Aaj news dekh ke ek baar toh hope hui 😂,True,False,0.9963,Positive
I checked the weather before leaving.,False,True,0.8793,Neutral
Weather app ne finally sahi prediction diya.,False,True,0.8978,Positive
Weather app galat nikla again 😂☁️,True,False,0.9246,Negative
"Forecast dekh ke nikli thi, sky ka alag plan tha 😂",True,False,0.9339,Negative
It started raining unexpectedly.,False,True,0.99,Negative
"Umbrella ghar pe aur baarish bahar, classic 😂☔",True,False,0.9066,Negative
I found a tiny bookstore today.,False,True,0.9213,Positive
Bookstore itni cute thi ki bina book ke nahi nikli 😂📚,True,False,0.8708,Positive
The shopkeeper recommended a mystery novel.,False,True,0.9889,Positive
Mystery novel ne mujhe hi suspicious bana diya 😂,True,False,0.9444,Positive
I bought a second-hand book.,False,True,0.9083,Positive
There was a note inside the book.,False,True,0.9954,Positive
Someone left a bookmark inside.,False,True,0.9817,Neutral
Bookmark bhi book se zyada mysterious nikla 😂,True,False,0.9919,Positive
I found a street musician today.,False,True,0.9839,Positive
The song sounded familiar.,False,True,0.9763,Neutral
I stayed there for ten minutes.,False,True,0.8545,Positive
"Bas sunne gayi thi, mini concert mil gaya 😂🎶",True,False,0.9623,Positive
There was a small art market nearby.,False,True,0.9861,Positive
Art market mein wallet ko ignore karna mushkil tha 😂,True,False,0.6752,Negative
I bought a handmade postcard.,False,True,0.9279,Positive
I haven't written a letter in years.,False,True,0.9811,Neutral
Someone mailed me a postcard.,False,True,0.8014,Positive
Postcard unexpected tha but kaafi cute 🥹,False,True,0.7746,Positive
I found a tiny local bakery.,False,True,0.9575,Positive
Bakery ki smell ne bina permission andar bula liya 😂🥐,True,False,0.8977,Positive
Their bread was actually amazing.,False,True,0.9926,Positive
Bread itni achhi thi ki dinner plans cancel 😂🥖,True,False,0.8849,Positive
I tried a new cheese today.,False,True,0.8981,Positive
I finally tried Korean noodles.,False,True,0.9961,Positive
Mexican food is so flavourful.,False,True,0.9746,Positive
I tried Japanese mochi.,False,True,0.9976,Positive
Turkish dessert was extremely sweet.,False,True,0.9868,Positive
Dessert ne sugar level ko personal challenge de diya 😂🍰,True,False,0.9363,Negative
I tried Ethiopian food yesterday.,False,True,0.8783,Positive
Moroccan tea is served very differently.,False,True,0.9953,Positive
Tea pour karne ka style full performance lagta hai 😂,True,False,0.9679,Positive
Italian gelato tastes different from regular ice cream.,False,True,0.9616,Positive
Gelato ne ice cream ko competition de diya 😂🍨,True,False,0.8438,Positive
I finally tried authentic ramen.,False,True,0.9961,Positive
Ramen bowl khatam hote hi happiness khatam 😂🍜,True,False,0.9466,Negative
Fresh pasta tastes so different.,False,True,0.8943,Positive
Fresh pasta ne packet wali pasta ko expose kar diya 😂🍝,True,False,0.6038,Positive
I found a tiny dessert shop.,False,True,0.957,Positive
Dessert shop mein sirf dekhne gayi thi obviously 😂,True,False,0.5306,Positive
I bought mangoes today.,False,True,0.9612,Positive
Mango season ka wait genuinely worth it hai 🥭,False,True,0.7676,Positive
The mango was ridiculously sour.,False,True,0.9994,Negative
Mango ne first bite mein betrayal kar diya 😂🥭,True,False,0.7667,Negative
I found a perfect watermelon.,False,True,0.997,Positive
Watermelon finally sweet nikla 😭🍉,False,True,0.9476,Positive
I tried dragon fruit.,False,True,0.9953,Positive
I bought fresh cherries.,False,True,0.9619,Positive
Cherries itni pretty thi ki khane ka mann nahi hua 😂🍒,True,False,0.6422,Positive
I saw a huge sunflower field.,False,True,0.9986,Positive
Lavender fields smell amazing.,False,True,0.9805,Positive
Lavender field mein phone bhi aesthetic lag raha tha 😂💜,True,False,0.6027,Positive
I found a quiet garden.,False,True,0.889,Positive
The roses were blooming everywhere.,False,True,0.9936,Positive
I planted basil yesterday.,False,True,0.9869,Positive
Ab dekhte hain basil survive karta hai ya nahi 😂🌱,True,False,0.9099,Neutral
My cactus is somehow still alive.,False,True,0.9982,Positive
Cactus ko bhi meri care tolerate ho gayi 😂🌵,True,False,0.6093,Positive
I forgot to water the plants.,False,True,0.9989,Negative
Plants ko meri memory pe bharosa hi nahi karna chahiye 😂🌱,True,False,0.8097,Negative
The balcony has new plants now.,False,True,0.9988,Positive
Balcony suddenly mini jungle ban gayi 🌿,False,True,0.9871,Positive
I saw a butterfly today.,False,True,0.9908,Positive
Butterfly do second ruki aur phir celebrity ki tarah chali gayi 😂🦋,True,False,0.9547,Positive
There were fireflies near the lake.,False,True,0.9994,Positive
Fireflies literally tiny fairy lights lag rahi thi ✨,False,True,0.8034,Positive
I heard frogs near the pond.,False,True,0.9993,Neutral
Frogs ka midnight concert start ho gaya 😂🐸,True,False,0.8892,Positive
The sunset was orange today.,False,True,0.9987,Positive
Sunset ne aaj full filter laga rakha tha 🌅,True,False,0.6794,Positive
Clouds looked like mountains.,False,True,0.993,Positive
I saw a double rainbow.,False,True,0.999,Positive
Rainbow ne bonus version bhi de diya 🌈,True,False,0.9304,Positive
The moon looked huge tonight.,False,True,0.9983,Positive
I heard thunder from far away.,False,True,0.98,Neutral
The sky was completely pink.,False,True,0.9982,Positive
I saw a shooting star.,False,True,0.9956,Positive
I missed the shooting star.,False,True,0.995,Negative
Shooting star ne timing bhi suspicious rakhi 😂,True,False,0.8392,Negative
The stars were unusually visible tonight.,False,True,0.9974,Positive
City lights kam hui toh stars bhi attendance dene lage ✨,True,False,0.9903,Positive
I saw a fox near the road.,False,True,0.9977,Positive
Fox ne mujhe dekha aur immediately ignore kar diya 😂🦊,True,False,0.7235,Negative
There were deer near the forest.,False,True,0.9993,Positive
Deer itne calm the aur main hi panic kar rahi thi 😂🦌,True,False,0.8021,Negative
A squirrel stole a biscuit.,False,True,0.9987,Negative
Squirrel ne biscuit loot ke full confidence se bhaag liya 😂🐿️,True,False,0.8979,Positive
I saw a peacock today.,False,True,0.9956,Positive
Peacock ne feathers khole aur pura main character moment tha 🦚,True,False,0.9306,Positive
There were goats on the road.,False,True,0.998,Neutral
Goats ne road ko apna personal lounge bana diya 😂🐐,True,False,0.8431,Neutral
I saw a camel carrying luggage.,False,True,0.9982,Neutral
Camel ka luggage dekh ke mujhe bhi vacation chahiye 😂🐪,True,False,0.8536,Positive
The street had a tiny book stall.,False,True,0.9976,Positive
I found an old map at the market.,False,True,0.9972,Positive
Someone was selling handmade pottery.,False,True,0.9974,Positive
Pottery itni pretty thi ki haath lagane se darr laga 😂🏺,True,False,0.9271,Positive
I saw a traditional dance performance.,False,True,0.9812,Positive
The costumes were beautiful.,False,True,0.9705,Positive
Costume dekh ke normal clothes boring lagne lage 😂,True,False,0.941,Positive
I heard live classical music.,False,True,0.9462,Positive
Live music mein headphones ka competition hi nahi 🎻,False,True,0.8266,Positive
Someone was playing a violin outside.,False,True,0.9783,Positive
I saw a traditional puppet show.,False,True,0.9943,Positive
Puppets ka drama mujhse zyada organized tha 😂,True,False,0.9502,Positive
The local festival looked beautiful.,False,True,0.9676,Positive
There were lanterns everywhere.,False,True,0.9978,Positive
I bought a handmade bracelet.,False,True,0.954,Positive
Bracelet cheap tha but cute laga 😂,True,False,0.807,Positive
The market was extremely crowded.,False,True,0.9936,Negative
I found a quiet corner eventually.,False,True,0.8961,Positive
"Crowd se bachke corner mil gaya, victory 😂",True,False,0.85,Positive
Someone was singing near the fountain.,False,True,0.9985,Positive
I watched a street magician.,False,True,0.9971,Positive
The magician pulled a coin from nowhere.,False,True,0.9983,Positive
Coin kaha se aaya abhi tak samajh nahi aaya 😂,True,False,0.9725,Neutral
I saw a giant chessboard outside.,False,True,0.9978,Positive
People were playing board games there.,False,True,0.992,Positive
Board game start hua aur friendship test ban gaya 😂,True,False,0.9236,Negative
Someone brought a puzzle to the park.,False,True,0.9981,Positive
Puzzle dekh ke mera patience park se bahar chala gaya 😂,True,False,0.9752,Negative
I finally solved a crossword.,False,True,0.9982,Positive
I found a really strange riddle.,False,True,0.9975,Neutral
Riddle ka answer dekh ke bas silence hua 😂,True,False,0.5665,Negative
I bought a tiny globe.,False,True,0.9891,Positive
I marked five countries I want to visit.,False,True,0.9265,Positive
"Five countries se start kiya, ab list fifty hai 😂",True,False,0.9611,Positive
I really want to see Antarctica.,False,True,0.9786,Positive
Antarctica ka trip dekh ke bank account ro raha hai 😂❄️,True,False,0.5804,Negative
I want to see the Sahara someday.,False,True,0.9919,Positive
Sahara mein heat dekh ke sunscreen bhi resign karega 😂🏜️,True,False,0.8214,Negative
I want to visit the Amazon rainforest.,False,True,0.9943,Positive
I want to see the Great Barrier Reef.,False,True,0.9964,Positive
I want to visit Patagonia.,False,True,0.8869,Positive
Patagonia ka landscape unreal lagta hai 🏔️,False,True,0.6564,Positive
I want to see Mount Fuji.,False,True,0.9804,Positive
Fuji ke saamne photo mein main background ban jaungi 😂🗻,True,False,0.5231,Positive
I want to visit New York in winter.,False,True,0.7548,Positive
I want to see Kyoto during autumn.,False,True,0.9871,Positive
I want to visit Prague someday.,False,True,0.7687,Positive
I want to see the Swiss Alps.,False,True,0.9778,Positive
I want to visit Lisbon.,False,True,0.8602,Positive
I want to see the Colosseum.,False,True,0.9826,Positive
Colosseum ke saamne history literally khadi hai 🏛️,False,True,0.7631,Positive
I want to visit Istanbul.,False,True,0.8109,Positive
I want to see Petra.,False,True,0.9088,Positive
Petra photos mein hi unreal lagti hai.,False,True,0.9977,Positive
I want to visit Kenya for a safari.,False,True,0.8701,Positive
I want to see penguins in Antarctica.,False,True,0.9985,Positive
I want to visit the Galapagos Islands.,False,True,0.9787,Positive
Galapagos mein wildlife kaafi unique hai.,False,True,0.987,Positive
I want to see volcanoes from a safe distance.,False,True,0.9723,Positive
Volcano ko close-up mein dekhne ka plan bilkul nahi 😂🌋,True,False,0.7983,Negative
I want to visit a desert at night.,False,True,0.9745,Positive
Desert night sky insane hoga ✨🏜️,False,True,0.9802,Positive
I want to sleep under the stars someday.,False,True,0.9826,Positive
I want to travel by sleeper train.,False,True,0.908,Positive
I want to take a road trip abroad.,False,True,0.8584,Positive
I want to rent a camper van.,False,True,0.9303,Positive
Camper van mein storage dekh ke packing reality samajh aa jayegi 😂,True,False,0.9657,Negative
I want to try scuba diving.,False,True,0.8534,Positive
I want to try paragliding.,False,True,0.9696,Positive
Paragliding mein neeche dekhna mandatory nahi hai na 😂,True,False,0.9773,Negative
I want to try kayaking.,False,True,0.7993,Positive
I want to see a glacier.,False,True,0.9933,Positive
Glacier photos mein blue ice unreal lagti hai 🧊,False,True,0.9509,Positive
I want to see a volcano someday.,False,True,0.9794,Positive
Volcano ke saath distance maintain karungi 😂🌋,True,False,0.9687,Positive
I want to visit a rainforest.,False,True,0.9549,Positive
I want to visit a floating market.,False,True,0.9191,Positive
I want to see cherry blossoms.,False,True,0.9838,Positive
Cherry blossom season ka wait worth it hoga 🌸,False,True,0.7697,Positive
I want to see autumn in Canada.,False,True,0.9409,Positive
I want to visit a Christmas market abroad.,False,True,0.8847,Positive
I want to see the midnight sun.,False,True,0.9941,Positive
I want to visit a tiny village somewhere.,False,True,0.9608,Positive
I want to travel without a fixed itinerary.,False,True,0.9366,Positive
Random road choose karna exciting bhi hai aur risky bhi 😂🗺️,True,False,0.9051,Neutral
I want to collect postcards from different countries.,False,True,0.8859,Positive
I want to learn basic phrases before travelling.,False,True,0.9215,Positive
I want to travel somewhere completely new.,False,True,0.8214,Positive
Aaj metro mein ek banda pura guitar leke khada tha 😂🎸,True,False,0.966,Positive
Metro aaj surprisingly empty thi.,False,True,0.8835,Positive
Traffic ne aaj mujhe free ka meditation session diya 😂,True,False,0.9702,Negative
Google Maps aur driver ki aaj phir fight ho gayi 😂,True,False,0.9519,Negative
Platform change hua aur announcement tab aayi jab train aa gayi 😭,True,False,0.9754,Negative
Bus mein ek uncle sabko route samjha rahe the 😂,True,False,0.6768,Positive
Cab driver ka playlist surprisingly acha tha.,False,True,0.898,Positive
Driver bhaiya ne shortcut bola aur 20 minute extra lag gaye 😂,True,False,0.889,Negative
Station pe itna crowd tha ki meri personal space ne resignation de diya 😂,True,False,0.9076,Negative
Cycle ki bell kaam nahi kar rahi aur log mujhe invisible samajh rahe 😂,True,False,0.9687,Negative
Helmet pehna tha phir bhi hairstyle ne haar maan li 😂,True,False,0.9728,Negative
Petrol pump pe line unexpectedly short thi.,False,True,0.8999,Positive
Petrol bharwaya aur wallet ne mujhe personally judge kiya 😂,True,False,0.9856,Negative
Airport pe security surprisingly fast thi.,False,True,0.6742,Positive
Airport pe bag khola aur pura ghar andar se nikal aaya 😂✈️,True,False,0.9351,Negative
Boarding gate last minute change hua.,False,True,0.8686,Negative
Gate change ne airport ka cardio free mein karwa diya 😂,True,False,0.683,Negative
Flight mein window seat mil gayi.,False,True,0.957,Positive
Window seat mili aur cloud photos ka quota complete 🌤️📸,False,True,0.8396,Positive
Window seat ke liye meri internal diplomacy successful rahi 😂,True,False,0.7129,Positive
"Book exchange karne gayi thi, teen books lekar aa gayi 😂📚",True,False,0.9632,Positive
Post office mein line dekh ke adulthood yaad aa gaya 😂,True,False,0.8747,Negative
Parcel expected time se pehle aa gaya.,False,True,0.9786,Positive
"Baarish mein parcel bach gaya, humanity bhi bach gayi 😂",True,False,0.9799,Positive
"Address sahi tha, printer ka alag hi agenda tha 😂",True,False,0.9248,Negative
Handwritten cheez dekh ke WhatsApp thoda outdated laga 😂,True,False,0.8835,Positive
Newspaper mein ek interesting article padha.,False,True,0.9039,Positive
Newspaper ne aaj gossip se zyada useful content diya 😂,True,False,0.9911,Positive
Itne purane headlines padh ke time travel ho gaya 😂,True,False,0.9115,Positive
Radio jockey ki energy subah 7 baje bhi dangerous thi 😂,True,False,0.9664,Positive
Screen protector lagate waqt ek bubble ne permanent ghar bana liya 😂📱,True,False,0.7174,Negative
Lens clean karne mein hi itne mahine lag gaye 😂,True,False,0.7304,Negative
Gallery mein bohot saare duplicate photos the.,False,True,0.9939,Neutral
Same photo ke 17 versions rakhne ka kya reason tha mera 😂,True,False,0.6644,Negative
Phone silent kiya aur duniya ne mujhe bhoolne ka decision le liya 😂,True,False,0.97,Negative
App ne mujhe stranger samajh liya apparently 😂,True,False,0.9176,Negative
Passwords yaad rakhne ka career finally khatam 😂,True,False,0.9055,Positive
QR code bhi aaj hide and seek khel raha tha 😂,True,False,0.986,Negative
Bluetooth ne aaj meri izzat rakh li 😂🔊,True,False,0.9801,Positive
Laptop mein ek old folder mila.,False,True,0.6227,Neutral
Folder khola aur 2018 ki productivity ka evidence mil gaya 😂,True,False,0.9193,Positive
Files organize karte karte purane versions se friendship ho gayi 😂,True,False,0.9584,Positive
"Shortcut seekh liya, ab main officially tech expert 😂",True,False,0.8919,Positive
Monitor ka brightness bohot low tha.,False,True,0.5907,Neutral
Brightness badhaya toh screen ne aankhon ko attack kar diya 😂,True,False,0.9674,Negative
Printer ne first attempt mein print de diya.,False,True,0.515,Positive
Printer ne aaj decide kiya ki drama baad mein karenge 😂,True,False,0.9449,Positive
Scanner surprisingly fast tha.,False,True,0.5776,Positive
Scanner ne aaj meri expectations exceed kar di 😂,True,False,0.9754,Positive
Old camera ka battery compartment hi puzzle nikla 😂📷,True,False,0.8277,Neutral
Photo nikalte hi suspense start ho jata hai 😂,True,False,0.7215,Positive
Old photographs mein log kaafi different lagte hain.,False,True,0.5119,Neutral
Purani photos mein hairstyles dekh ke bas silence 😂,True,False,0.761,Negative
Ek photo itni simple thi but impact full tha.,False,True,0.7919,Positive
Lighting dekh ke room ka bulb bekaar lagne laga 😂,True,False,0.906,Negative
Best moment aaya aur camera ghar pe vacation pe tha 😂,True,False,0.9385,Negative
Phone se photo surprisingly achhi aayi.,False,True,0.9344,Positive
Phone camera ne aaj photographer ki job le li 😂📸,True,False,0.9085,Positive
Origami actually harder than it looks.,False,True,0.987,Negative
Sketch dekh ke artist bhi apology maang lega 😂,True,False,0.9857,Negative
Calligraphy videos oddly satisfying hain.,False,True,0.9967,Positive
Calligraphy dekh ke meri handwriting ne mujhe block kar diya 😂,True,False,0.8461,Negative
Mug ka design thoda questionable hai but cute hai 😂☕,True,False,0.6134,Positive
Embroidery looks really difficult.,False,True,0.9507,Neutral
Ek stitch ke baad patience ne bye bol diya 😂,True,False,0.9851,Negative
Crochet dekh ke lagta hai fingers bhi multitasking karti hain 😂,True,False,0.9883,Positive
Bowl thoda tedha hai but personality hai 😂,True,False,0.9767,Positive
I found a miniature model shop.,False,True,0.9889,Positive
Model trains are strangely satisfying.,False,True,0.9991,Positive
Origami cranes everywhere looked beautiful.,False,True,0.9979,Positive
Ek paper crane banane mein aadha tutorial khatam ho gaya 😂,True,False,0.6044,Negative
I tried making a paper boat.,False,True,0.9869,Positive
Puzzle cafes are actually fun.,False,True,0.966,Positive
Puzzle solve karte karte friendship test ho jata hai 😂,True,False,0.8445,Negative
Escape rooms look intense.,False,True,0.9317,Neutral
Quiz app ne meri general knowledge ko reality check diya 😂,True,False,0.8701,Negative
I got a question about astronomy right.,False,True,0.9796,Positive
Space documentaries are fascinating.,False,True,0.996,Positive
I saw a planetarium show today.,False,True,0.9986,Positive
Planetarium mein ceiling dekhte dekhte neck pain ho gaya 😂,True,False,0.7754,Negative
The stars looked so realistic.,False,True,0.9992,Positive
I learned about black holes today.,False,True,0.959,Positive
Black hole samajhne ke baad brain ne khud disappear kar diya 😂,True,False,0.9631,Negative
I watched a video about Mars.,False,True,0.9684,Neutral
The Moon looked unusually bright.,False,True,0.9952,Positive
Moon ne aaj streetlight ko competition diya 🌕,True,False,0.9895,Positive
I saw the International Space Station online.,False,True,0.9989,Positive
Astronomy apps are surprisingly accurate.,False,True,0.9983,Positive
I downloaded a constellation app.,False,True,0.9869,Positive
The dinosaur skeleton was huge.,False,True,0.9991,Positive
Dinosaur dekh ke extinction ka reason samajh nahi aaya 😂🦖,True,False,0.8294,Neutral
I touched a meteorite exhibit.,False,True,0.9992,Positive
Meteorite ko touch karke space wali feeling aa gayi 😂,True,False,0.882,Positive
There was a robotics display.,False,True,0.9984,Positive
"Robot ne mujhe ignore kar diya, future secure hai 😂🤖",True,False,0.8755,Negative
The robot could recognize faces.,False,True,0.9981,Positive
"Robot ko meri shakal yaad reh gayi, ab tension hai 😂",True,False,0.8835,Negative
I saw a 3D printer working.,False,True,0.9941,Positive
The machine took hours to finish.,False,True,0.9915,Neutral
3D printer bhi patience ka exam leta hai 😂,True,False,0.9465,Negative
I learned how solar panels work.,False,True,0.9437,Positive
Wind turbines looked huge in person.,False,True,0.9972,Positive
Turbine dekh ke laga hawa bhi serious business hai 😂,True,False,0.9153,Positive
I saw a hydroelectric dam documentary.,False,True,0.9995,Neutral
