message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
Backpacking me luggage jitna light ho utna better hota hai,Positive,Neutral,0.9794,False,False,0.9968
Travel adapters international trips me underrated heroes hain 🔌,Positive,Negative,0.9112,False,True,0.7441
Passport renew karwana adventure ka least exciting part hai 😭,Negative,Positive,0.8681,True,True,0.634
Train window se countryside dekhna slow travel ko worth it bana deta hai 🌄,Positive,Negative,0.9885,False,False,0.5708
Google Maps ka blue dot kabhi kabhi existential confidence deta hai 😂,Positive,Negative,0.8171,True,False,0.7564
Travel insurance tab boring lagti hai jab tak genuinely zarurat na pad jaye,Neutral,Negative,0.9909,False,False,0.9866
World coffee cultures compare karna surprisingly interesting research hai ☕🌍,Positive,Positive,0.9802,False,True,0.5366
Turkish tea glasses ka shape kaafi recognizable hai,Neutral,Positive,0.9856,False,True,0.5209
Moroccan mint tea pour karne ka style unnecessarily satisfying hai 😂,Positive,Negative,0.8377,True,True,0.8078
Bubble tea ki toppings dekh ke drink dessert ban gayi lagti hai 🧋,Positive,Negative,0.9478,True,False,0.8637
Italian espresso itna small hota hai aur attitude pura giant 😂,Positive,Negative,0.9656,True,True,0.7764
Vietnamese iced coffee me condensed milk ka combination brilliant hai,Positive,Neutral,0.5121,False,False,0.9679
French cheese varieties count karna impossible project lagta hai 🧀😂,Neutral,Negative,0.9038,True,True,0.7909
Swiss fondue ka concept cold weather ke liye perfect lagta hai,Positive,Neutral,0.8165,False,False,0.9606
Spanish tapas ka small-portion concept social dining ko easy bana deta hai,Positive,Neutral,0.6042,False,False,0.9826
Japanese vending machines me kabhi kabhi literally everything milta hai 😂,Positive,Neutral,0.764,True,False,0.8008
American diners ka breakfast menu dekh ke portion size ka confidence badhta hai 😭,Positive,Negative,0.9349,True,False,0.6053
Middle Eastern desserts me syrup ka confidence alag level ka hota hai 😂,Positive,Neutral,0.9208,True,False,0.6306
South American fruit varieties kaafi unfamiliar but interesting hain,Positive,Positive,0.7013,False,True,0.9133
Tropical fruit markets me colors kaafi vibrant hote hain 🌈,Positive,Positive,0.9978,False,True,0.5058
Global fashion weeks me runway outfits daily life ke liye thode optimistic hote hain 😂👗,Neutral,Positive,0.9938,True,True,0.7149
Paris Fashion Week street style itself ek event ban jata hai,Positive,Neutral,0.9463,False,False,0.6944
Japanese street fashion me individuality kaafi strong dikhti hai,Positive,Positive,0.9969,False,True,0.542
Seoul streetwear trends ka influence globally noticeable hai,Positive,Neutral,0.9643,False,False,0.876
Met Gala outfits dekh ke “normal clothes” ka confidence hil jata hai 😂,Negative,Negative,0.9792,True,False,0.8691
Vintage fashion trends baar baar comeback karte hain,Neutral,Positive,0.9395,False,False,0.9973
Sustainable fashion ka focus waste reduce karne ke liye important hai,Positive,Neutral,0.9607,False,False,0.994
Fast fashion ka environmental impact seriously discuss hona chahiye,Negative,Neutral,0.9872,False,False,0.9233
Designer bag ka price dekh ke usme laptop rakhne ka courage nahi aayega 😂,Negative,Negative,0.9077,True,False,0.942
Traditional clothing different regions ki identity reflect karti hai,Positive,Neutral,0.9853,False,False,0.9928
Scottish tartan patterns ka cultural history interesting hai,Positive,Neutral,0.925,False,False,0.9672
Indian handloom traditions ka regional diversity huge hai,Positive,Neutral,0.8628,False,False,0.9242
Fashion influencers ne “I just threw this on” ko full production bana diya 😂,Neutral,Negative,0.9924,True,True,0.5964
Red carpet outfits ke liye preparation normal wardrobe se thodi different hogi obviously 😭,Neutral,Neutral,0.7487,True,False,0.5224
Smart homes me lights automatically adjust hona kaafi convenient hai,Positive,Positive,0.8743,False,True,0.7993
Voice assistants ko naam se bulana future ka tiny preview lagta hai 🤖,Positive,Neutral,0.8838,False,False,0.793
Smart fridge ko groceries ke baare me batana thoda unnecessary luxury lagta hai 😂,Neutral,Negative,0.986,True,True,0.5169
Automated blinds dekh ke curtains ka career threatened lagta hai 😂,Neutral,Negative,0.9951,True,True,0.6648
Solar-powered homes long-term energy savings ke liye useful ho sakte hain,Positive,Neutral,0.9479,False,False,0.6719
Home batteries renewable energy systems ko more reliable bana sakti hain,Positive,Neutral,0.9285,False,False,0.9874
Smart thermostats energy consumption optimize kar sakte hain,Positive,Neutral,0.9922,False,False,0.9897
Internet-connected toaster ka mujhe abhi bhi purpose samajh nahi aaya 😂,Neutral,Positive,0.6848,True,False,0.972
Future kitchens probably cooking aur automation dono combine karengi,Positive,Neutral,0.9962,False,True,0.7843
Vertical farms cities ke food production ko transform kar sakte hain 🌱,Positive,Neutral,0.9461,False,False,0.5963
Urban rooftop gardens cities ko greener bana sakte hain,Positive,Neutral,0.9866,False,False,0.9623
Community gardens neighborhoods me social spaces create karte hain,Positive,Neutral,0.6679,False,False,0.9847
Indoor plants ko survive karwana meri botanical management skills ka test hai 😂🌱,Negative,Positive,0.6798,True,True,0.6424
Bonsai trees ki shaping patience ka serious lesson hai,Positive,Positive,0.8888,False,True,0.665
Seed libraries sustainable gardening ko encourage kar sakti hain,Positive,Neutral,0.9663,False,False,0.9954
Urban beekeeping ka concept surprisingly interesting hai 🐝,Positive,Positive,0.9956,False,True,0.906
Space telescopes ne universe ke views ko completely change kar diya hai 🔭,Positive,Negative,0.5873,False,True,0.6073
James Webb images dekh ke universe ka scale aur confusing ho jata hai 😂🌌,Neutral,Negative,0.943,True,True,0.8554
Exoplanets detect karna basically cosmic detective work hai,Positive,Neutral,0.9968,False,False,0.6409
Alien life ka question abhi bhi one of the biggest mysteries hai,Neutral,Positive,0.6688,False,False,0.9441
"SETI ka idea fascinating hai, bas aliens ne reply abhi tak pending rakha hai 😂",Neutral,Positive,0.9529,True,False,0.8299
Asteroids ki composition study future planetary missions ke liye useful hai,Positive,Neutral,0.9871,False,False,0.9789
Moon missions ka comeback space exploration ko interesting bana raha hai 🌕,Positive,Positive,0.9943,False,True,0.7443
"Mars colony plans sunne me exciting hain, logistics sunte hi headache hota hai 😂",Neutral,Positive,0.6019,True,False,0.5267
Solar sails ka concept literally sunlight se spacecraft push karna hai ☀️🚀,Positive,Positive,0.7631,False,True,0.9509
Black holes ki gravitational effects genuinely mind-bending hain,Positive,Positive,0.9975,False,True,0.9497
Neutron stars ka density concept imagine karna almost impossible hai,Neutral,Neutral,0.9951,False,True,0.8188
Universe expanding hai aur mera browser tabs bhi 😭🌌,Negative,Negative,0.8798,True,False,0.508
Dark matter ka mystery physics ka biggest puzzles me se hai,Neutral,Positive,0.9915,False,False,0.9417
Cosmic background radiation early universe ka evidence provide karti hai,Positive,Neutral,0.9944,False,False,0.7232
Astronomers ko ancient light observe karne ka unique advantage milta hai,Positive,Neutral,0.6386,False,False,0.9757
"Space me sound travel nahi karta, toh cosmic arguments bhi silent honge 😂",Neutral,Negative,0.9219,True,False,0.7393
Deep-sea exploration abhi bhi Earth ke many areas ko unexplored chhodti hai 🌊,Neutral,Positive,0.7298,False,True,0.6398
Ocean pressure deep levels pe seriously extreme hota hai,Negative,Neutral,0.9936,False,True,0.8721
Hydrothermal vents ke around life forms ka existence fascinating hai,Positive,Neutral,0.8903,False,True,0.6679
Mariana Trench ka depth imagine karna hi scary hai 😭,Negative,Negative,0.9864,True,False,0.8412
Underwater robots scientists ko dangerous depths explore karne dete hain,Positive,Negative,0.715,False,False,0.9101
Dinosaur bones dekh ke bhi mujhe lagta hai school textbooks ne thoda understate kiya tha 😂🦖,Positive,Negative,0.9914,True,False,0.9128
Meteorites ko lab me analyze karke solar system ke formation ke clues milte hain ☄️,Positive,Positive,0.8265,False,True,0.9557
Space rocks ka naam cute hota hai but landing impact bilkul cute nahi 😂,Negative,Neutral,0.9041,True,False,0.8474
Geothermal springs Earth ke internal heat ka visible example hain.,Positive,Neutral,0.9945,False,True,0.8696
Iceland ke hot springs me bathing aur geology dono combine ho jate hain ♨️,Positive,Positive,0.9902,False,True,0.5994
Thermal cameras invisible heat patterns ko visible bana sakte hain.,Positive,Neutral,0.9941,False,False,0.8675
Infrared photography me normal objects surprisingly different dikhte hain 📸,Positive,Positive,0.7139,False,True,0.9937
Night vision camera dekh ke lagta hai spy movie ka budget mil gaya 😂,Positive,Negative,0.9902,True,False,0.9076
Drones disaster zones me inaccessible areas inspect kar sakte hain.,Positive,Neutral,0.9975,False,False,0.7359
Search-and-rescue teams trained dogs ke saath kaam karti hain 🐕,Positive,Neutral,0.994,False,False,0.8207
Avalanche rescue teams snow conditions continuously monitor karti hain.,Neutral,Neutral,0.989,False,True,0.9286
Mountain rescue helicopters remote locations tak quickly reach kar sakte hain.,Positive,Neutral,0.988,False,False,0.9354
Emergency beacons hikers ko remote areas me locate karne me help karte hain.,Positive,Neutral,0.9838,False,False,0.9925
National parks me ranger stations important safety points hote hain.,Positive,Neutral,0.6747,False,False,0.5809
Wildlife tracking collars researchers ko animal movement study karne dete hain.,Positive,Neutral,0.9928,False,False,0.964
Ek tiger ko GPS collar pehna ke uski daily routine bhi track ho rahi hai 😂🐅,Neutral,Neutral,0.6947,True,False,0.653
Elephant corridors habitat connectivity maintain karne me important hote hain.,Positive,Neutral,0.9833,False,False,0.9718
Urban wildlife unexpectedly busy cities me bhi survive kar sakti hai.,Positive,Neutral,0.9186,False,False,0.787
Pigeons ne city life ko apparently permanently accept kar liya hai 😂,Neutral,Negative,0.9936,True,True,0.8777
Some cities have dedicated wildlife crossings over highways.,Positive,Neutral,0.9689,False,True,0.9927
Animal bridges roads par wildlife accidents reduce karne me help kar sakte hain.,Positive,Neutral,0.9734,False,False,0.9807
Turtle crossings ke liye temporary signs dekhna wholesome lagta hai 🐢,Positive,Negative,0.6691,False,False,0.8499
Bees ke liye rooftop gardens surprisingly useful ho sakte hain.,Positive,Neutral,0.9308,False,False,0.6958
Butterfly gardens urban biodiversity improve kar sakte hain 🦋,Positive,Positive,0.9293,False,True,0.7229
Pollinator-friendly plants choose karna small gardens me bhi useful hai.,Positive,Neutral,0.9959,False,False,0.9947
Urban forests temperature aur air quality dono improve kar sakte hain.,Positive,Neutral,0.9867,False,False,0.9778
Tree census karna city planning ka interesting part ho sakta hai 🌳,Neutral,Positive,0.7755,False,False,0.532
"Kisi city me kitne trees hain count karna simple lagta hai, good luck 😂",Neutral,Positive,0.6469,True,False,0.8877
Mangrove forests coastal protection me important role play karte hain.,Positive,Neutral,0.9542,False,False,0.9777
Mangroves fish nurseries ke liye important habitats provide karte hain.,Positive,Neutral,0.8667,False,False,0.957
Wetlands birds aur aquatic species ke liye valuable ecosystems hain.,Positive,Neutral,0.9291,False,True,0.5172
Swamp ko boring samajhna ecosystem ke saamne thoda disrespect hai 😂🐊,Positive,Negative,0.996,True,False,0.7286
Ranger notebooks decades later scientific records ban sakti hain.,Positive,Neutral,0.9919,False,True,0.952
Wildlife documentaries ka narration sunte hi nature suddenly philosophical lagti hai 😂,Positive,Negative,0.9961,True,True,0.9277
Camera traps animals ko disturb kiye bina observations collect karte hain.,Positive,Neutral,0.8847,False,False,0.9964
Snow leopard sightings extremely difficult hoti hain.,Neutral,Neutral,0.9831,False,True,0.9764
Rare species ka ek clear photograph research ke liye valuable ho sakta hai 📷,Positive,Positive,0.7914,False,True,0.5035
Birdwatching me patience aur observation dono important hain.,Neutral,Positive,0.5275,False,False,0.8924
Birdwatchers binoculars ke saath secret-agent vibes dete hain 😂🔭,Positive,Negative,0.5481,True,True,0.7805
Bird calls identify karne ke liye audio libraries use ki ja sakti hain.,Positive,Neutral,0.9954,False,False,0.9687
Migratory birds thousands of kilometers travel kar sakte hain.,Positive,Neutral,0.9747,False,True,0.8565
Tiny birds ka itna long journey karna genuinely impressive hai 🐦,Positive,Positive,0.9984,False,True,0.8142
Hummingbirds wings extremely fast move karte hain.,Neutral,Neutral,0.6919,False,True,0.9696
Hummingbird ko slow-motion me dekhna nature ka special effects department lagta hai 😂,Positive,Negative,0.8806,True,True,0.7742
Research stations ko months tak supplies plan karni padti hain.,Neutral,Negative,0.6703,False,False,0.9937
Antarctica me grocery delivery ka ETA thoda ambitious hoga 😭,Negative,Positive,0.7698,True,True,0.8981
Remote research stations me fresh vegetables grow karne ke experiments hote hain.,Positive,Neutral,0.9965,False,True,0.517
Hydroponic systems polar stations me food variety improve kar sakte hain.,Positive,Neutral,0.9977,False,False,0.8776
Ice cores ancient climate ka record preserve kar sakte hain.,Positive,Neutral,0.994,False,False,0.5898
Ice core me thousands of years purani air trapped mil sakti hai 🧊,Positive,Negative,0.5658,False,True,0.9176
Glacier ka movement slow hai but impact kaafi visible ho sakta hai.,Negative,Neutral,0.9857,False,True,0.7289
Weather balloons atmosphere ke upper layers study karne me useful hain.,Positive,Neutral,0.9967,False,False,0.9808
Weather forecasting satellites storms ko monitor karne me important hain.,Positive,Neutral,0.9936,False,False,0.9941
Mammatus clouds dekh ke sky ne texture pack install kar liya lagta hai 😂,Positive,Neutral,0.5887,True,False,0.574
Lenticular clouds mountains ke paas unusual shapes bana sakte hain.,Positive,Neutral,0.8865,False,False,0.7242
Fog navigation aviation aur shipping dono ke liye challenging ho sakti hai.,Negative,Neutral,0.8357,False,False,0.9546
Foggy runway dekh ke pilot ki responsibility ka respect aur badh jata hai ✈️,Positive,Negative,0.6418,False,False,0.8917
Runway lights raat ko airport ko proper sci-fi scene bana deti hain ✨✈️,Positive,Positive,0.9911,True,False,0.652
Baggage handling systems airports ka hidden infrastructure hain.,Neutral,Neutral,0.9693,False,True,0.6564
Suitcase conveyor belt pe apna bag dekhna mini lottery jaisa feel hota hai 😂,Positive,Neutral,0.9306,True,False,0.9585
Lost luggage tracking systems passengers ko updates provide karte hain.,Positive,Neutral,0.995,False,False,0.9784
Immigration officer ke saamne suddenly apni entire trip biography yaad karni padti hai 😂,Neutral,Negative,0.9803,True,True,0.6453
Airport lounges long layovers ko more comfortable bana sakte hain.,Positive,Neutral,0.9301,False,False,0.8744
"Aircraft wings flexible hote hain, jo first time dekhne pe thoda scary lagta hai.",Negative,Neutral,0.9248,False,False,0.9475
Turbulence forecast pilots ko route planning me help kar sakta hai.,Positive,Neutral,0.9876,False,False,0.9904
Aviation engineers aircraft materials ko extreme conditions me test karte hain.,Positive,Neutral,0.9946,False,False,0.9917
Supersonic aircraft ka sound barrier cross karna engineering milestone tha.,Positive,Neutral,0.9895,False,False,0.5416
Supersonic travel ka ticket price dekh ke speed ka excitement thoda kam ho jata hai 😂,Negative,Positive,0.9757,True,False,0.617
Electric aviation short-distance flights ko eventually transform kar sakti hai.,Positive,Neutral,0.9846,False,False,0.7382
Cargo planes global supply chains ka invisible backbone hain.,Positive,Neutral,0.9688,False,True,0.9687
"Ek parcel multiple countries cross karke ghar tak aa jata hai, passport kyun nahi mila usko 😂📦",Neutral,Negative,0.8242,True,True,0.6981
Shipping containers ne global trade ko standardize karne me huge role play kiya.,Positive,Neutral,0.9634,False,False,0.9697
Port cranes buildings se bhi taller lag sakte hain 🚢,Positive,Neutral,0.9934,False,False,0.6815
Container port me har box ka location digitally track kiya ja sakta hai.,Positive,Neutral,0.995,False,False,0.9904
Shipping route maps dekh ke duniya ka trade network suddenly visible ho jata hai.,Positive,Neutral,0.9672,False,True,0.8789
Canal locks ka water-level mechanism surprisingly clever hai.,Positive,Positive,0.9886,False,True,0.9779
Canal traffic jam sunne me funny hai jab tak tumhara cargo usme na ho 😂🚢,Negative,Positive,0.9869,True,False,0.9193
Containerization ne loading aur unloading times drastically reduce kiye.,Positive,Neutral,0.9928,False,False,0.8595
Ports me automated cranes technology ka interesting example hain.,Positive,Positive,0.5567,False,True,0.5902
Ship tracking websites se ocean traffic almost live dekh sakte ho.,Positive,Neutral,0.9925,False,True,0.5415
Samundar me tiny ship icons dekh ke lagta hai Google Maps bhi sailor ban gaya 😂,Positive,Negative,0.9898,True,False,0.9115
Lighthouse beam raat me ships ko navigation reference deta hai.,Positive,Neutral,0.9982,False,False,0.9672
Old wooden ships ki construction techniques kaafi sophisticated thi.,Positive,Neutral,0.9143,False,False,0.9855
Silk production historically large trade networks se connected thi.,Neutral,Neutral,0.9903,False,True,0.5796
Traditional weaving techniques generations tak pass down hoti hain.,Positive,Negative,0.8824,False,False,0.9809
Japanese indigo dyeing traditional textile art ka interesting example hai.,Positive,Neutral,0.7643,False,True,0.8517
Batik patterns cultural stories represent kar sakte hain.,Positive,Neutral,0.9105,False,False,0.5126
Cashmere production ka process surprisingly labor-intensive hai.,Neutral,Neutral,0.988,False,True,0.549
"Linen production plants se start hoti hai, fashion rack se nahi 😂",Neutral,Neutral,0.9881,True,False,0.7625
"Natural dyes plants, minerals aur insects se bhi banaye ja sakte hain.",Positive,Neutral,0.997,False,False,0.9964
Handmade paper traditional techniques se ab bhi produce hota hai.,Positive,Neutral,0.9142,False,False,0.9982
Origami simple paper ko complex shapes me transform kar deta hai 📄✨,Positive,Neutral,0.5851,False,False,0.8276
Origami instructions dekh ke paper ko fold karne se pehle confidence hi fold ho jata hai 😂,Negative,Negative,0.9877,True,False,0.7456
Urban sketchers ek corner me baith ke pura street scene capture karte hain.,Positive,Neutral,0.9105,False,False,0.9941
Watercolor me sky paint karna easy lagta hai until the sky turns green 😂🎨,Negative,Positive,0.9665,True,True,0.6286
Digital tablets illustration workflows ko flexible bana dete hain.,Positive,Neutral,0.9624,False,False,0.9887
Animation frames manually draw karna extremely time-consuming hai.,Neutral,Negative,0.7994,False,False,0.5996
Stop-motion me tiny movements ko repeatedly photograph karna padta hai.,Neutral,Negative,0.9784,False,False,0.8571
Stop-motion characters ko move karte karte patience ka final boss aa jata hai 😂,Negative,Negative,0.9957,True,False,0.5498
Puppet animation requires detailed sets and careful lighting.,Neutral,Neutral,0.9149,False,True,0.9793
Miniature filmmaking me tiny sets surprisingly realistic lag sakte hain.,Positive,Positive,0.9854,False,True,0.9884
Dollhouses ka furniture dekh ke tiny interior design industry yaad aati hai 😂,Positive,Negative,0.9596,True,True,0.7771
Lego architecture sets famous buildings ko miniature form me recreate karte hain.,Positive,Neutral,0.9527,False,False,0.9559
Scale models aviation history ko visually represent kar sakte hain.,Positive,Neutral,0.994,False,False,0.8397
Miniature painting me extremely fine brushes use kiye jaate hain.,Neutral,Positive,0.9954,False,True,0.5848
Model ships ke tiny ropes dekh ke eyesight ka respect badh jata hai 😂,Positive,Negative,0.9521,True,False,0.6904
Ceramic miniatures me detailed craftsmanship kaafi impressive hoti hai.,Positive,Positive,0.9982,False,True,0.9311
Glassblowing requires precise timing and temperature control.,Neutral,Neutral,0.9508,False,True,0.9676
Hot glass ko shape karna dekh ke lagta hai material bhi drama kar raha hai 🔥,Positive,Negative,0.9455,True,False,0.9985
Forged metal objects me hammer marks craftsmanship ka part ban sakte hain.,Positive,Neutral,0.9969,False,False,0.6235
Wood carving me ek wrong cut pura design change kar sakta hai.,Neutral,Neutral,0.9189,False,True,0.9276
Bamboo architecture lightweight aur strong structures create kar sakti hai.,Positive,Neutral,0.8452,False,False,0.9656
Bamboo scaffolding skyscraper ke paas dekh ke confidence test ho jata hai 😂,Negative,Positive,0.9818,True,False,0.8037
Canoe designs different regions ki water conditions reflect karte hain.,Positive,Neutral,0.9985,False,False,0.9263
Modern kayaks recreation ke liye globally popular hain 🛶,Positive,Neutral,0.574,False,True,0.653
Rafting me river ka mood weather se zyada important lagta hai 😂🌊,Negative,Positive,0.9589,True,False,0.7894
Rapids ka sound distance se beautiful aur close se serious lagta hai.,Neutral,Positive,0.9942,False,True,0.7814
Canoeing quiet lakes me surprisingly peaceful experience ho sakta hai.,Positive,Positive,0.9908,False,True,0.961
Indoor rowing karte waqt imagination ko Venice bhejna free hai 😂,Positive,Positive,0.984,True,False,0.9322
Kayak expeditions remote coastlines explore karne ka option provide karti hain.,Positive,Neutral,0.9862,False,False,0.9879
"Rafting helmets fashion accessory nahi, actual safety equipment hain 😭",Neutral,Negative,0.7852,False,True,0.9547
Traditional bread recipes different cultures me surprisingly diverse hain.,Positive,Positive,0.6481,False,True,0.9889
Sourdough starter ko feed karna pet ownership ka edible version lagta hai 😂🍞,Positive,Neutral,0.9358,True,True,0.7305
Pretzel twisting dekh ke dough bhi gymnastics kar raha hai lagta hai 😂,Positive,Negative,0.9932,True,False,0.9895
Indian breads region ke hisaab se kaafi change hote hain.,Positive,Neutral,0.973,False,False,0.9977
Naan ko world map pe rakho toh food geography interesting ho jayegi 😂,Positive,Neutral,0.7699,True,False,0.8744
Italian pasta shapes ka number surprisingly huge hai.,Neutral,Positive,0.9502,False,True,0.9882
Har pasta shape ke liye alag sauce debate shuru ho sakti hai 😂🍝,Neutral,Neutral,0.6403,True,False,0.8
Japanese soba buckwheat se ban sakta hai.,Neutral,Neutral,0.9978,False,True,0.8613
Chinese dumplings ke regional variations kaafi extensive hain.,Positive,Neutral,0.9878,False,False,0.6196
Korean kimchi fermentation ka cultural significance bhi hai.,Positive,Neutral,0.997,False,False,0.9972
Fermentation ne humans ko surprisingly long time se food preserve karne me help kiya hai.,Positive,Neutral,0.5789,False,False,0.9497
Kombucha ka naam sunke pehle laga koi fictional character hai 😂,Positive,Negative,0.9445,True,False,0.9135
Cheese aging rooms me temperature aur humidity carefully control hote hain.,Neutral,Neutral,0.9912,False,True,0.8051
Parmesan wheels ka size dekh ke cheese ne gym join kiya lagta hai 😂🧀,Positive,Negative,0.698,True,False,0.8279
Chocolate tempering se texture aur shine improve hoti hai.,Positive,Neutral,0.9887,False,False,0.9954
Coffee beans roasting level flavor ko significantly change karta hai.,Positive,Neutral,0.9975,False,False,0.9626
Tea leaves ki processing different flavors create karti hai.,Positive,Neutral,0.993,False,False,0.9932
Matcha whisk karte waqt foam banana mini science experiment lagta hai 😂,Positive,Neutral,0.7688,True,False,0.9627
Spices historically trade routes aur empires ko influence kar chuke hain.,Positive,Neutral,0.9967,False,False,0.9646
"Black pepper once luxury commodity thi, ab kitchen me casually pada hai.",Neutral,Neutral,0.9752,False,True,0.9979
Salt mines underground cities jaisi structures create kar sakti hain 🧂,Positive,Neutral,0.6266,False,False,0.5019
"Honey never spoils easily under suitable conditions, which is wild.",Positive,Neutral,0.9911,False,True,0.9988
Honey ka expiry date dekh ke bees ko customer support call karna chahiye 😂🐝,Neutral,Neutral,0.5556,True,False,0.9567
Olive oil production Mediterranean cultures ka major agricultural tradition hai.,Positive,Neutral,0.9516,False,False,0.7119
Olive harvesting machines traditional farming ko modern technology se connect karti hain.,Positive,Neutral,0.9934,False,False,0.9617
Rice terraces mountain slopes ko agricultural landscapes me transform kar dete hain 🌾,Positive,Neutral,0.7865,False,False,0.6736
Rice terraces dekh ke farming bhi architecture jaisi lagti hai.,Positive,Negative,0.9169,False,False,0.9984
Tea plantations hills ko green patterns me cover kar deti hain.,Positive,Neutral,0.9939,False,False,0.994
Vineyard rows aerial view se surprisingly geometric lagti hain 🍇,Positive,Positive,0.9157,False,True,0.9293
Grape harvesting festivals agriculture ko cultural celebration bana dete hain.,Positive,Negative,0.8777,False,False,0.9976
Olive trees centuries tak productive reh sakte hain.,Positive,Neutral,0.8041,False,False,0.7875
Ancient olive trees dekh ke lagta hai inhone generations ki gossip suni hogi 😂🌳,Positive,Negative,0.8527,True,True,0.7191
Vanilla comes from an orchid species.,Positive,Neutral,0.9775,False,True,0.9822
Saffron harvesting requires collecting tiny flower stigmas manually.,Neutral,Neutral,0.9949,False,True,0.9983
Saffron ke tiny threads ka price dekh ke microscope bhi expensive lagta hai 😭,Negative,Negative,0.9734,True,False,0.5283
Tea ceremonies often emphasize preparation as much as drinking.,Positive,Neutral,0.9858,False,True,0.9954
Slow food movements local ingredients aur traditional cooking ko promote karte hain.,Positive,Neutral,0.9669,False,False,0.9949
Farmers markets local producers aur consumers ko directly connect karte hain.,Positive,Neutral,0.9741,False,False,0.9797
Farmers market me “bas ek cheez” bolke poora basket bhar jana expected hai 😂🛍️,Positive,Neutral,0.526,True,False,0.6997
Community-supported agriculture seasonal produce provide kar sakti hai.,Positive,Neutral,0.9909,False,False,0.964
Urban farming unused spaces ko food production me convert kar sakti hai.,Positive,Neutral,0.5746,False,False,0.9617
Rooftop tomatoes grow karna city gardening ka fun experiment hai 🍅,Positive,Positive,0.9531,False,True,0.752
Tomato plant ko daily check karna agriculture ka mini stock market lagta hai 😂,Positive,Negative,0.9011,True,False,0.7488
Seed banks crop diversity preserve karne me important role play karte hain.,Positive,Neutral,0.9352,False,False,0.997
Some seeds can remain viable for surprisingly long periods.,Neutral,Neutral,0.5963,False,True,0.9965
Botanical expeditions historically new plant species discover karne ka major source thi.,Positive,Neutral,0.7906,False,False,0.8834
Orchid collections dekh ke greenhouse ka electricity bill yaad nahi karna chahiye 😂🌺,Positive,Neutral,0.8788,True,False,0.5319
Venus flytraps look cute until you remember they eat insects 😂🌱,Neutral,Positive,0.9822,True,True,0.9958
Bamboo rapidly grow kar sakta hai compared with many woody plants.,Positive,Neutral,0.9637,False,True,0.7925
Giant bamboo forest me walk karna cinematic experience lagta hai 🎋,Positive,Negative,0.9611,False,False,0.5952
Baobab trees African landscapes me iconic natural landmarks hain.,Positive,Positive,0.8624,False,True,0.8315
Banyan trees aerial roots se enormous structures develop kar sakte hain.,Positive,Neutral,0.9708,False,False,0.9149
Mycorrhizal fungi plants ke roots ke saath symbiotic relationships form karte hain.,Positive,Neutral,0.996,False,False,0.6822
Fungi ko dekh ke lagta hai forest ka hidden internet already installed hai 🍄😂,Positive,Neutral,0.7592,True,True,0.8816
Mushrooms ka ecological role decomposition se kaafi beyond hai.,Positive,Neutral,0.976,False,False,0.8458
Fungal networks forest ecosystems me nutrient cycling support karte hain.,Positive,Neutral,0.9958,False,False,0.978
Desert plants water loss reduce karne ke specialized adaptations develop karte hain.,Positive,Neutral,0.9969,False,False,0.9495
Cactus ke paas water storage ka proper survival strategy hai 🌵,Positive,Neutral,0.994,False,True,0.7091
Cactus ko hug karna definitely friendship ka recommended test nahi hai 😂,Negative,Positive,0.9033,True,True,0.6626
Mangrove roots muddy water me unusual shapes create karti hain.,Positive,Neutral,0.7944,False,False,0.857
Seagrass meadows marine animals ke nursery habitats provide karte hain.,Positive,Neutral,0.9816,False,False,0.8876
Kelp can grow rapidly under suitable ocean conditions.,Neutral,Neutral,0.965,False,True,0.9834
Seaweed ko future food samajhne wale log already serious research kar rahe hain 🌊,Positive,Positive,0.9568,False,True,0.7961
Algae can be used in research for biofuels and materials.,Positive,Neutral,0.9943,False,True,0.9743
Microalgae tiny hain but biotechnology me role surprisingly big hai.,Positive,Positive,0.9372,False,True,0.9814
Microscopic organisms ka scale dekh ke biology ka definition hi expand ho jata hai 🔬,Positive,Negative,0.8832,True,True,0.9436
Bacteria ko sirf harmful samajhna scientifically incomplete hai.,Neutral,Negative,0.9734,False,False,0.8997
Gut microbiomes me trillions of microorganisms interact karte hain.,Neutral,Neutral,0.9855,False,True,0.6376
Human body ke andar bhi ek microscopic ecosystem chal raha hai 😂,Neutral,Neutral,0.991,True,False,0.7349
DNA barcoding species identification me useful technique hai.,Positive,Positive,0.5345,False,True,0.5764
Genetic databases biodiversity research ko support karte hain.,Positive,Neutral,0.9896,False,False,0.989
Conservation genetics endangered populations ke management me help karti hai.,Positive,Neutral,0.9769,False,False,0.8949
Cloning extinct species ka idea science fiction se research discussion tak aa gaya hai.,Neutral,Negative,0.9063,False,False,0.9894
Gene banks agricultural biodiversity preserve karte hain.,Positive,Neutral,0.99,False,False,0.8307
Crop diversity food security ke liye important hai.,Positive,Neutral,0.9933,False,False,0.9942
Monoculture farming me disease risk increase ho sakta hai.,Negative,Neutral,0.6639,False,True,0.9486
Sustainable agriculture soil health ko long-term focus me rakhti hai.,Positive,Neutral,0.9921,False,False,0.9915
Soil ko ignore karna basically farming ke foundation ko ignore karna hai.,Neutral,Negative,0.9643,False,False,0.7477
Composting organic waste ko useful soil amendment me convert kar sakti hai.,Positive,Neutral,0.9951,False,False,0.9948
